,0
181,36.747588270021524
182,37.33923100334394
183,37.90642116321826
184,38.44558172100039
185,38.95288284338178
186,39.42426112424861
187,39.855442628446895
188,40.24196964882093
189,40.57923103082232
190,40.862495873020116
191,41.08695036742911
192,41.24773750109438
193,41.339999300142054
194,41.35892125980472
195,41.299778569004985
196,41.15798370617933
197,40.9291349543942
198,40.60906535870737
199,40.193891627431995
200,39.68006246177616
201,39.064405785608365
202,38.34417433923662
203,37.51708909851445
204,36.58137998373975
205,35.535823332128125
206,34.379775623551396
207,33.113202972159016
208,31.736705926833494
209,30.2515391614788
210,28.65962568205943
211,26.9635652310421
212,25.166636631132278
213,23.272793878358037
214,21.286655868763003
215,19.213489722073643
216,17.059187748286753
217,14.830238187559756
218,12.533689938343613
219,10.177111571623094
220,7.768545008731121
221,5.3164543149026375
222,2.8296701290820097
223,0.3173303112063129
224,-2.2111825598521198
225,-4.746306162181249
226,-7.27836517305103
227,-9.797639048697992
228,-12.294430102665315
229,-14.759131144526766
230,-17.18229195264535
231,-19.554683877161743
232,-21.867361902213716
233,-24.11172353877191
234,-26.27956397051296
235,-28.36312693368488
236,-30.355150876632525
237,-32.24891001414991
238,-34.03824996474263
239,-35.71761773394827
240,-37.28208588294355
241,-38.72737079776752
242,-40.04984504971044
243,-41.24654391089362
244,-42.315166159917915
245,-43.25406937977651
246,-44.06226001308454
247,-44.73937849716868
248,-45.28567985283666
249,-45.70201014496462
250,-45.989779269806824
251,-46.15093055274872
252,-46.18790766090172
253,-46.10361934747109
254,-45.90140254933742
255,-45.58498435597265
256,-45.15844335688985
257,-44.62617085655453
258,-43.99283242035566
259,-43.26333018322116
260,-42.44276631428213
261,-41.53640798735766
262,-40.54965415889212
263,-39.48800440348436
264,-38.357030003588
265,-37.162347435644435
266,-35.90959434105869
267,-34.60440801810771
268,-33.25240642097868
269,-31.85917160542005
270,-30.430235517587462
271,-28.9710679841356
272,-27.487066727920016
273,-25.983549205214
274,-24.4657460373961
275,-22.938795792792376
276,-21.407740862823136
277,-19.877524170764936
278,-18.352986451161414
279,-16.838863842980054
280,-15.339785549703405
281,-13.860271334258256
282,-12.404728635540103
283,-10.977449115743733
284,-9.582604473204263
285,-8.224241383436409
286,-6.9062754610094474
287,-5.632484166313086
288,-4.406498613663526
289,-3.2317942700633147
290,-2.1116805667355383
291,-1.049289477769806
292,-0.04756315133523851
293,0.8907592915249882
294,1.7631556479038024
295,2.567335045944604
296,3.3012526891042944
297,3.963124721485324
298,4.551442987447759
299,5.064989445683517
300,5.5028499886277435
301,5.864427412704161
302,6.149453283616113
303,6.357998443813304
304,6.490481916435235
305,6.547677971436055
306,6.530721135135477
307,6.4411089439435445
308,6.28070226623549
309,6.051723043023951
310,5.75674932787376
311,5.398707539073297
312,4.980861871996836
313,4.506800856360331
314,3.9804210810891423
315,3.4059081480972253
316,2.7877149546908946
317,2.1305374418212386
318,1.4392879813166743
319,0.7190666088755866
320,-0.024869659623672852
321,-0.7871391635964997
322,-1.562269296700027
323,-2.3447312618628757
324,-3.1289755605202765
325,-3.909467884428405
326,-4.680725073417731
327,-5.437350802053744
328,-6.174070662205077
329,-6.885766316720182
330,-7.567508411512065
331,-8.214587949092309
332,-8.822545845770428
333,-9.387200417168758
334,-9.904672562208892
335,-10.371408444023428
336,-10.784199496887867
337,-11.140199620592211
338,-11.436939456827252
339,-11.67233767518847
340,-11.844709228372333
341,-11.952770566289376
342,-11.995641826620885
343,-11.972846044530666
344,-11.884305446759724
345,-11.730334915299101
346,-11.511632723489296
347,-11.22926866302886
348,-10.88466969428845
349,-10.47960326476655
350,-10.016158451648964
351,-9.49672509430711
352,-8.923971091167001
353,-8.30081804262876
354,-7.6304154275373195
355,-6.916113505061706
356,-6.161435136771094
357,-5.3700467253346975
358,-4.545728466854664
359,-3.6923441136873265
360,-2.8138104440863088
361,-1.9140666344668615
362,-0.9970437298266254
363,-0.0666344080268613
364,0.873336765736451
365,1.8191423969750817
366,2.76718043409109
367,3.714001255450973
368,4.656333471775918
369,5.5911082448365015
370,6.515481925215973
371,7.426856815186318
372,8.32289986778036
373,9.20155914014464
374,10.06107782836399
375,10.900005722244439
376,11.71720793206893
377,12.51187075511108
378,13.283504567682563
379,14.031943648620373
380,14.75734286222826
381,15.460171152511387
382,16.141201825739287
383,16.801499624553124
384,17.442404623628658
385,18.065513004018737
386,18.672654790544374
387,19.26586866392923
388,19.84737398684785
389,20.41954021083263
390,20.984853859218656
391,21.545883310094613
392,22.105241632538522
393,22.665547759057453
394,23.22938630677112
395,23.799266388995754
396,24.37757978689644
397,24.9665588770931
398,25.56823473477591
399,26.1843958522317
400,26.816547928935798
401,27.465875200789085
402,28.133203781993025
403,28.818967492843402
404,29.523176639891588
405,30.245390201169418
406,30.984691848461907
407,31.73967021118845
408,32.50840375281089
409,33.288450591475915
410,34.07684355254064
411,34.87009069245023
412,35.66418148182934
413,36.45459878126163
414,37.23633668665345
415,38.003924262836286
416,38.75145512462599
417,39.4726227643277
418,40.16076146399703
419,40.808892569932134
420,41.40977584613474
421,41.95596556309546
422,42.43987091852681
423,42.85382032798416
424,43.190129066235194
425,43.44116968550236
426,43.59944458523303
427,43.65766006091159
428,43.60880111775845
429,43.44620630012196
430,43.163641760073425
431,42.7553737701719
432,42.2162388764041
433,41.541710888524165
434,40.727963916741636
435,39.77193068600621
436,38.671355391888554
437,37.42484040499682
438,36.031886183636225
439,34.49292381655641
440,32.80933968857231
441,30.98349184091027
442,29.01871768453799
443,26.919332817599887
444,24.6906207964238
445,22.33881381231426
446,19.87106433231044
447,17.295407869938295
448,14.620717160258652
449,11.856648120599239
450,9.013578082523694
451,6.10253687999855
452,3.1351314714863125
453,0.12346485796366943
454,-2.919949867102356
455,-5.982279437541561
456,-9.050463356596294
457,-12.111308878873787
458,-15.151587029359481
459,-18.15812865151518
460,-21.117919486298298
461,-24.01819330831907
462,-26.84652218350087
463,-29.590902963399763
464,-32.23983919337771
465,-34.782417683521444
466,-37.20837907086958
467,-39.5081817874567
468,-41.67305893926605
469,-43.69506769486409
470,-45.56713087784932
471,-47.283070552981634
472,-48.837633490764325
473,-50.22650848821481
474,-51.44633561354142
475,-52.4947075284717
476,-53.370163123154185
477,-54.072173774074756
478,-54.601122604597194
479,-54.95827718998654
480,-55.14575620364867
481,-55.16649054845328
482,-55.024179556106006
483,-54.72324286839256
484,-54.268768636635
485,-53.666458689901894
486,-52.92257132852183
487,-52.043862397439135
488,-51.03752528411689
489,-49.91113046825901
490,-48.67256522587889
491,-47.32997405860881
492,-45.891700381217525
493,-44.3662299568525
494,-42.76213652145457
495,-41.08802998707733
496,-39.352507559449684
497,-37.564108048959575
498,-35.73126959714603
499,-33.862290983539225
500,-31.96529662102851
501,-30.048205292608433
502,-28.11870262909091
503,-26.184217276892202
504,-24.25190065796403
505,-22.328610180917583
506,-20.420895723883994
507,-18.53498917609724
508,-16.67679679696405
509,-14.851894128856479
510,-13.065523183327956
511,-11.322591610119897
512,-9.627673554262048
513,-7.985011908684175
514,-6.398521677805562
515,-4.871794181180399
516,-3.4081018449738187
517,-2.0104033522498255
518,-0.6813489500991908
519,0.5767142582308907
520,1.7617371756377194
521,2.8719638335015794
522,3.905926845293036
523,4.862443228619669
524,5.740610599979609
525,6.539803715546336
526,7.259671303077828
527,7.9001331052038175
528,8.461377033475687
529,8.943856316103725
530,9.348286510529348
531,9.675642244981175
532,9.927153550866388
533,10.10430165001603
534,10.208814067056785
535,10.242658947030275
536,10.208038471262585
537,10.10738127983343
538,9.94333382629344
539,9.718750609108206
540,9.436683244334569
541,9.100368364968412
542,8.713214353940506
543,8.278786939510733
544,7.800793703368175
545,7.283067572556943
546,6.7295493858480535
547,6.144269642805748
548,5.531329559040748
549,4.8948815635700536
550,4.239109383476902
551,3.5682078669690402
552,2.8863626984047936
553,2.197730158016145
554,1.50641707522212
555,0.816461118074658
556,0.13181155309753684
557,-0.5436893998103083
558,-1.2063245030226144
559,-1.852518623421668
560,-2.4788549473248347
561,-3.0820902035282187
562,-3.6591688182313615
563,-4.207235932888154
564,-4.72364922236656
565,-5.205989456452457
566,-5.6520697530356125
567,-6.059943476599854
568,-6.427910741171798
569,-6.754523482830325
570,-7.038589073297211
571,-7.279172452964274
572,-7.475596768822244
573,-7.627442509943741
574,-7.734545140225779
575,-7.796991234843073
576,-7.81511313322046
577,-7.789482127346141
578,-7.720900210082997
579,-7.610390414032023
580,-7.459185777701408
581,-7.268716982411866
582,-7.040598710585129
583,-6.776614783753201
584,-6.478702146630181
585,-6.148933771712369
586,-5.7895005669623
587,-5.402692377125664
588,-4.990878177165554
589,-4.5564855642816795
590,-4.101979663128019
591,-3.6298415672169693
592,-3.1425464480810676
593,-2.642541472433464
594,-2.132223676117418
595,-1.613917951814571
596,-1.0898553150710477
597,-0.5621516200726983
598,-0.03278690275380984
599,0.4964144656385507
600,1.0238026263309479
601,1.5479198892503852
602,2.0675170004180488
603,2.5815678193803917
604,3.0892822025162765
605,3.5901168863184876
606,4.083784164885126
607,4.570258158536611
608,5.049778476393835
609,5.522851085590457
610,5.990246214159393
611,6.452993134030855
612,6.91237169535298
613,7.369900513647676
614,7.827321747065862
615,8.286582441879705
616,8.74981246976133
617,9.219299129525806
618,9.697458537836727
619,10.18680398671111
620,10.689911499251236
621,11.209382867577709
622,11.7478065071713
623,12.307716508568417
624,12.891550309556246
625,13.501605447817093
626,14.13999588469715
627,14.808608414899961
628,15.509059694034118
629,16.242654425798946
630,17.010345253015306
631,17.81269489168391
632,18.64984103491041
633,19.52146453414417
634,20.426761339128415
635,21.364418645741907
636,22.33259566308116
637,23.328909368271788
638,24.350425570189635
639,25.393655552074744
640,26.4545585084528
641,27.528549934311535
642,28.61051606453482
643,29.694834399556814
644,30.775400289437574
645,31.845659483497062
646,32.89864648679106
647,33.92702849872003
648,34.92315464371798
649,35.879110140158296
650,36.78677499225285
651,37.63788673169038
652,38.42410668186694
653,39.13708916852943
654,39.76855305713484
655,40.31035495981039
656,40.75456342399423
657,41.093533391058905
658,41.31998019677622
659,41.42705237657244
660,41.40840253726375
661,41.25825556340584
662,40.97147344055046
663,40.54361599955375
664,39.97099691556343
665,39.25073433229401
666,38.38079552645298
667,37.360035078362685
668,36.18822607248964
669,34.86608391524109
670,33.39528242648531
671,31.778461935262584
672,30.01922918852943
673,28.12214896392146
674,26.092727362730777
675,23.937386846714837
676,21.663433170939378
677,19.27901445337188
678,16.793072708995744
679,14.215288260334994
680,11.556017515992137
681,8.826224682723813
682,6.037408043493918
683,3.2015214928599702
684,0.33089207121594066
685,-2.5618657196949477
686,-5.4639380063299505
687,-8.362401202908458
688,-11.24431239454365
689,-14.096799596084013
690,-16.907151047167552
691,-19.662902721760737
692,-22.351923257100424
693,-24.96249554185836
694,-27.483394245859092
695,-29.90395862318131
696,-32.21415997636357
697,-34.404663231111385
698,-36.466882137710016
699,-38.39302768656799
700,-40.17614940018489
701,-41.81016924156532
702,-43.28990795890418
703,-44.61110376746685
704,-45.7704233511951
705,-46.76546524785358
706,-47.59475576157514
707,-48.25773762444075
708,-48.75475170311506
709,-49.08701211637951
710,-49.25657519352292
711,-49.26630276094804
712,-49.11982029418062
713,-48.821470514061716
714,-48.376263038780074
715,-47.789820727247985
716,-47.06832336400956
717,-46.21844934145071
718,-45.24731599179322
719,-44.16241920960666
720,-42.97157298589792
721,-41.68284944786507
722,-40.3045199648093
723,-38.844997841200254
724,-37.31278307321864
725,-35.71640959600396
726,-34.06439539606472
727,-32.365195807618974
728,-30.627160253790553
729,-28.85849263437775
730,-27.067215502143792
731,-25.26113811005812
732,-23.44782835343157
733,-21.63458857418977
734,-19.828435140346194
735,-18.036081662789663
736,-16.26392566451436
737,-14.518038475119068
738,-12.80415808649898
739,-11.127684674830041
740,-9.493678469836812
741,-7.9068596355102825
742,-6.371609817377981
743,-4.891975010461365
744,-3.471669409323117
745,-2.114079916992767
746,-0.822271012651446
747,0.40101029195914334
748,1.5533296413529427
749,2.6325608634162276
750,3.6368819836035784
751,4.564771828718112
752,5.415007275976616
753,6.186661157100071
754,6.879100783296271
755,7.491987016288684
756,8.025273773896684
757,8.479207826833795
758,8.854328716969347
759,9.151468606755202
760,9.371751855134002
761,9.51659410708547
762,9.587700681878255
763,9.587064048736211
764,9.516960187535952
765,9.379943645808092
766,9.178841121200785
767,8.916743420200133
768,8.59699566884804
769,8.22318567902738
770,7.7991304041350755
771,7.328860450092366
772,6.816602641002047
773,6.266760672622353
774,5.683893920417285
775,5.072694501521209
776,4.437962720858449
777,3.784581060334586
778,3.1174868960402553
779,2.4416441514890903
780,1.7620141148907766
781,1.083525665299413
782,0.4110451662248846
783,-0.25065370396827047
784,-0.8969199077759109
785,-1.5232545085090596
786,-2.1253393509685394
787,-2.6990646809985224
788,-3.240555427283378
789,-3.746195877643007
790,-4.212652494744949
791,-4.636894632589998
792,-5.016212935256356
793,-5.348235223027457
794,-5.63093969790283
795,-5.8626653302127805
796,-6.042119320121795
797,-6.168381561595008
798,-6.24090607120618
799,-6.259519379210811
800,-6.224415914787515
801,-6.13615045045739
802,-5.995627701655702
803,-5.804089205572527
804,-5.563097628165605
805,-5.274518669346383
806,-4.940500753654854
807,-4.563452707421926
808,-4.146019633835349
809,-3.6910572049844133
810,-3.201604595416241
811,-2.6808562855080216
812,-2.1321329654546552
813,-1.5588517721642758
814,-0.9644960919855182
815,-0.3525851619867585
816,0.27335629859572197
817,0.9098281972634258
818,1.5533846914004126
819,2.200663104322547
820,2.8484119192341493
821,3.493517644005575
822,4.133030349020665
823,4.764187690802979
824,5.3844372453213705
825,5.9914569863960745
826,6.583173756146677
827,7.157779585757049
828,7.7137457359845145
829,8.249834338020722
830,8.765107526908057
831,9.258933972237905
832,9.7309927248613
833,10.181274314346622
834,10.610079050318609
835,11.01801250180338
836,11.405978152222055
837,11.7751672533726
838,12.127045929002524
839,12.463339606589974
840,12.78601488379287
841,13.097258962748494
842,13.399456810118094
843,13.695166222696017
844,13.987090996932308
845,14.27805241545121
846,14.570959274416587
847,14.868776682469788
848,15.174493865251137
849,15.491091209735739
850,15.821506780468892
851,16.16860253608883
852,16.53513047010886
853,16.92369889555471
854,17.33673908931713
855,17.776472509385375
856,18.24487879667273
857,18.743664772957715
858,19.274234647444693
859,19.837661646414873
860,20.434661283162253
861,21.065566488617492
862,21.73030482643157
863,22.42837801942544
864,23.15884401674245
865,23.92030183225154
866,24.710879384222984
867,25.52822456355346
868,26.36949975242379
869,27.231380006839224
870,28.11005510465714
871,29.001235645087462
872,29.90016336591208
873,30.801625820509287
874,31.69997552796112
875,32.58915367593154
876,33.46271841760405
877,34.3138777608501
878,35.13552700020326
879,35.920290590561336
880,36.66056830647105
881,37.34858547325317
882,37.97644699721773
883,38.53619486310523
884,39.0198687090601
885,39.419569034243196
886,39.72752254280397
887,39.93614908129958
888,40.038129585456545
889,40.026474416900214
890,39.89459144148297
891,39.63635317843002
892,39.246162334025534
893,38.7190150253835
894,38.05056099948367
895,37.23716016067847
896,36.27593473687364
897,35.164816441034326
898,33.902588020819664
899,32.48891863492784
900,30.924392549701764
901,29.210530712920797
902,27.349804832443
903,25.345643664259722
904,23.202431296322942
905,20.925497299975916
906,18.521098708803404
907,15.99639387413795
908,13.359408336269707
909,10.618992939549305
910,7.784774506920559
911,4.86709947376497
912,1.8769709610143654
913,-1.1740201579863134
914,-4.273769574624345
915,-7.409738564014197
916,-10.569036972477106
917,-13.738509398254392
918,-16.90482375798825
919,-20.05456140909261
920,-23.17430798553131
921,-26.25074410167582
922,-29.270735085781226
923,-32.221418921121696
924,-35.090291598792085
925,-37.86528912126844
926,-40.53486543948308
927,-43.08806565768683
928,-45.51459389889501
929,-47.804875288339524
930,-49.95011158216869
931,-51.942330042750115
932,-53.77442523943632
933,-55.44019353358201
934,-56.93436008789082
935,-58.252598321643134
936,-59.39154181377203
937,-60.348788733885264
938,-61.12289895605862
939,-61.71338408061198
940,-62.120690654407724
941,-62.34617693997975
942,-62.39208363767104
943,-62.261499012683856
944,-61.958318920317616
945,-61.48720225747526
946,-60.85352239655409
947,-60.06331517891459
948,-59.123224059084365
949,-58.040442997575774
950,-56.82265769957507
951,-55.4779857887427
952,-54.01491648997855
953,-52.44225037241287
954,-50.769039674421535
955,-49.00452969666474
956,-47.158101707743995
957,-45.23921776098024
958,-43.25736777109384
959,-41.222019147357635
960,-39.14256922626441
961,-37.028300693047086
962,-34.88834012861935
963,-32.73161976771264
964,-30.56684250613364
965,-28.40245015099627
966,-26.24659486817757
967,-24.1071137466094
968,-21.99150636966584
969,-19.90691526000627
970,-17.860109045847896
971,-15.857468183760876
972,-13.9049730656214
973,-12.008194335135551
974,-10.172285242029162
975,-8.401975869094867
976,-6.701569078151585
977,-5.074938034830027
978,-3.525525188091754
979,-2.0563425976284746
980,-0.669973519908823
981,0.631424819144979
982,1.846117320734524
983,2.9727860204023515
984,4.010524034842545
985,4.958828467195834
986,5.81759228218656
987,6.587095157452797
988,7.267993314771801
989,7.861308334264841
990,8.368414955641201
991,8.791027872639441
992,9.13118752963689
993,9.391244932667876
994,9.57384549074815
995,9.68191190754143
996,9.718626148207065
997,9.687410511922108
998,9.591907847201005
999,9.435960954767125
1000,9.223591231274197
1001,8.958976616435782
1002,8.646428915817578
1003,8.290370581363064
1004,7.8953110413536685
1005,7.465822680696664
1006,7.0065165809954335
1007,6.522018137650394
1008,6.016942678170758
1009,5.495871211895943
1010,4.963326446425883
1011,4.423749210283435
1012,3.8814754247510677
1013,3.3407137705101166
1014,2.805524196702636
1015,2.279797421313256
1016,1.76723557224298
1017,1.271334117965208
1018,0.795365235010011
1019,0.34236275647428766
1020,-0.08489115895004042
1021,-0.4838775045395856
1022,-0.8523499255080174
1023,-1.1883421281548048
1024,-1.4901730982916572
1025,-1.7564500447686033
1026,-1.9860690020308132
1027,-2.1782130460602778
1028,-2.332348100682027
1029,-2.448216335903678
1030,-2.525827186544555
1031,-2.565446047687875
1032,-2.567580733172708
1033,-2.5329658140376714
1034,-2.462544985009518
1035,-2.357451638134417
1036,-2.218987852691133
1037,-2.048602038714472
1038,-1.8478654968332198
1039,-1.6184481786966867
1040,-1.3620939490597
1041,-1.080595661746017
1042,-0.7757703665256386
1043,-0.4494349619998362
1044,-0.10338260079448261
1045,0.26063986202761497
1046,0.640953107833641
1047,1.0359650376595329
1048,1.4441886876902714
1049,1.8642581987252853
1050,2.29494269723966
1051,2.735157982433674
1052,3.183975950333328
1053,3.6406317216134814
1054,4.104528473522347
1055,4.575240007398498
1056,5.052511111275054
1057,5.536255801627097
1058,6.026553549250646
1059,6.523643611468462
1060,7.02791760629436
1061,7.539910473861703
1062,8.060289976433795
1063,8.589844890896488
1064,9.129472047155613
1065,9.680162362790108
1066,10.242986019148974
1067,10.819076917315336
1068,11.40961654444326
1069,12.015817372308959
1070,12.638905900874514
1071,13.280105450565138
1072,13.940618798087762
1073,14.621610742193695
1074,15.324190677986865
1075,16.04939525134042
1076,16.79817115882314
1077,17.571358153348033
1078,18.369672311613378
1079,19.193689616360857
1080,20.04382990455325
1081,20.920341231787294
1082,21.823284703618143
1083,22.752519826011508
1084,23.70769042991831
1085,24.68821122907256
1086,25.693255075638685
1087,26.721740985337526
1088,27.772323012139964
1089,28.843380062401746
1090,29.933006749173973
1091,31.03900539900653
1092,32.15887933542634
1093,33.289827574916146
1094,34.42874108210653
1095,35.57220074049091
1096,36.71647720277675
1097,37.857532790533675
1098,38.991025615652546
1099,40.112316095848655
1100,41.216476032575024
1101,42.29830041180031
1102,43.35232207573304
1103,44.372829396416044
1104,45.353887060000545
1105,46.28936004345674
1106,47.17294083370341
1107,47.99817990303823
1108,48.758519414853424
1109,49.44733009054499
1110,50.05795112292128
1111,50.58373297394848
1112,51.01808284598167
1113,51.35451256634909
1114,51.58668857590469
1115,51.7084836635963
1116,51.71403004195629
1117,51.59777331358055
1118,51.35452683713412
1119,50.97952596432298
1120,50.46848158772462
1121,49.81763241439891
1122,49.02379536261871
1123,48.08441346941101
1124,46.99760069515417
1125,45.76218301829814
1126,44.37773522832455
1127,42.84461284830967
1128,41.163978649924694
1129,39.3378232635145
1130,37.36897943419207
1131,35.26112953180308
1132,33.018805988161674
1133,30.647384408894307
1134,28.153069188957552
1135,25.542871549413764
1136,22.82458000695445
1137,20.006723385226742
1138,17.098526576289007
1139,14.10985935943095
1140,11.051178681076932
1141,7.933464891576469
1142,4.768152520557445
1143,1.5670562505424381
1144,-1.6577071827412573
1145,-4.893800376755404
1146,-8.128749102096812
1147,-11.350027728751657
1148,-14.545145350340373
1149,-17.701731710236686
1150,-20.80762203885983
1151,-23.850939929699326
1152,-26.82017741209143
1153,-29.704271420552494
1154,-32.49267591254213
1155,-35.17542894771437
1156,-37.74321411077444
1157,-40.187415735698934
1158,-42.50016746997755
1159,-44.67439380236004
1160,-46.703844265002246
1161,-48.583120109563666
1162,-50.30769334542118
1163,-51.873918115521555
1164,-53.27903447044131
1165,-54.521164683065265
1166,-55.59930232420647
1167,-56.5132943928635
1168,-57.263816863119494
1169,-57.852344072446925
1170,-58.28111243293846
1171,-58.5530789973209
1172,-58.671875455160624
1173,-58.64175817112754
1174,-58.46755490627833
1175,-58.15460888477715
1176,-57.70872088200398
1177,-57.13609001530511
1178,-56.443253915437666
1179,-55.63702894485549
1180,-54.724451108326775
1181,-53.712718272116966
1182,-52.6091342704963
1183,-51.42105543326421
1184,-50.15584001615796
1185,-48.82080095842408
1186,-47.423162329568996
1187,-45.97001976151031
1188,-44.46830509419736
1189,-42.92475539346213
1190,-41.345886430618265
1191,-39.73797064534472
1192,-38.10701954780592
1193,-36.4587704538131
1194,-34.79867738905246
1195,-33.13190594581182
1196,-31.463331828914182
1197,-29.797542787253114
1198,-28.13884359380022
1199,-26.491263710430733
1200,-24.858567254440977
1201,-23.244264871098924
1202,-21.651627110713473
1203,-20.083698909141223
1204,-18.54331477690777
1205,-17.033114313727424
1206,-15.555557681723142
1207,-14.11294069171299
1208,-12.707409182249828
1209,-11.340972400441576
1210,-10.015515126723113
1211,-8.732808322445692
1212,-7.494518119041115
1213,-6.302213010085887
1214,-5.1573691521167015
1215,-4.061373725633657
1216,-3.0155263533518215
1217,-2.0210386173619233
1218,-1.079031759399075
1219,-0.19053268793445619
1220,0.6435315485451778
1221,1.4223406316175315
1222,2.145188969908265
1223,2.8114945859336378
1224,3.4208086407248666
1225,3.972825334648884
1226,4.467391918694751
1227,4.904518551453599
1228,5.284387742755802
1229,5.607363135058735
1230,5.8739973877612295
1231,6.085038947151794
1232,6.24143750511115
1233,6.3443479723889995
1234,6.395132816689209
1235,6.395362641443188
1236,6.346814907670127
1237,6.251470728476459
1238,6.1115096933735495
1239,5.9293027075467295
1240,5.707402859314751
1241,5.448534357056334
1242,5.155579604603584
1243,4.831564511267333
1244,4.479642159037348
1245,4.103074974851485
1246,3.7052155798570627
1247,3.2894865099055846
1248,2.859359021642895
1249,2.4183312159424744
1250,1.9699057245606977
1251,1.5175672163388363
1252,1.0647599857337744
1253,0.6148658887465281
1254,0.171182889332986
1255,-0.2630955269563746
1256,-0.6848998261567374
1257,-1.0913025553202695
1258,-1.479534917693731
1259,-1.8470016078478635
1260,-2.1912937500467127
1261,-2.5101998160057803
1262,-2.8017144338721587
1263,-3.064045037467399
1264,-3.2956163420063307
1265,-3.495072667997051
1266,-3.661278167333558
1267,-3.7933150335551074
1268,-3.8904798011732895
1269,-3.9522778566431898
1270,-3.978416296172773
1271,-3.9687952736287553
1272,-3.9234979860164634
1273,-3.8427794451999677
1274,-3.7270541835197375
1275,-3.5768830385392456
1276,-3.392959158995958
1277,-3.1760933707246792
1278,-2.9271990383370268
1279,-2.647276556156939
1280,-2.3373976006024257
1281,-1.9986892760184196
1282,-1.6323182868981052
1283,-1.2394752712830779
1284,-0.8213594325069498
1285,-0.3791636087769803
1286,0.08594007827483882
