,feat_nn20,feat_nn50,feat_rmssd,feat_nnhr,feat_sdsd,feat_pnn50,feat_pnn20,peak vlf,peak lf,peak hf,norm power lf,norm power hf,power ratio,total power
S511,8.0,4.0,0.18704591263107875,66.26851350606641,168.32912367606224,0.4,0.8,0.0390625,0.0966796875,0.150390625,50.12055210795155,49.87944789204845,1.004833738665771,378.2315807073188
S521,6.0,4.0,0.2937717145950583,68.15706365164111,275.0498563340612,0.4444444444444444,0.6666666666666666,0.0009765625,0.0400390625,0.3857421875,30.552091259583573,69.44790874041642,0.4399281679421291,382.2680370711703
S601,6.0,2.0,0.04455121993936588,67.41069070765073,39.7269592659317,0.2,0.6,0.0390625,0.1494140625,0.1669921875,38.02626447939402,61.97373552060597,0.6135867744611018,601.9460186064531
S611,5.0,3.0,0.20198261169053833,85.9535686508764,154.1804535111307,0.2727272727272727,0.45454545454545453,0.0390625,0.0537109375,0.150390625,69.50508189157955,30.49491810842046,2.279234908730164,2891.175845909175
S621,7.0,3.0,0.23093833135384295,76.5451869982723,191.81857925378029,0.2727272727272727,0.6363636363636364,0.0390625,0.05859375,0.150390625,74.93292252934438,25.067077470655615,2.9892963237163745,1083.6374836771263
S701,12.0,8.0,0.17084081957954245,86.36685137632435,121.93097513926747,0.6153846153846154,0.9230769230769231,0.0390625,0.11328125,0.150390625,43.492143035927434,56.507856964072566,0.7696654124324611,2195.6886890362093
S711,8.0,5.0,0.06931956998072161,76.44191567234668,54.01660757968109,0.4166666666666667,0.6666666666666666,0.0390625,0.12109375,0.3994140625,36.772979799233035,63.22702020076696,0.5816022909583042,487.10319670973877
S721,10.0,6.0,0.07719102806228272,85.66120255553611,53.634750935717626,0.46153846153846156,0.7692307692307693,0.0390625,0.1455078125,0.150390625,44.287505112131086,55.712494887868914,0.7949294893590279,404.66154804470915
S801,10.0,7.0,0.21350465882737282,77.77716159295139,169.25623613145765,0.6363636363636364,0.9090909090909091,0.0009765625,0.0400390625,0.150390625,54.18200179420623,45.81799820579378,1.1825484289131343,819.4871873939089
S811,9.0,7.0,0.14537811728908054,69.84531191687111,124.7950155990513,0.6363636363636364,0.8181818181818182,0.0390625,0.12890625,0.150390625,55.95888297879106,44.04111702120895,1.2706054424514903,1825.7807452097104
S821,7.0,6.0,0.1379987600161355,65.98928336799696,123.16887566458034,0.6,0.7,0.0009765625,0.1494140625,0.3779296875,0.44277841620349806,99.5572215837965,0.004447476628612171,762.5294826754626
S901,9.0,6.0,0.1764757937985915,69.71252463286596,152.80833666754566,0.5454545454545454,0.8181818181818182,0.0390625,0.1435546875,0.150390625,49.06019739475011,50.93980260524989,0.9631014429901606,2684.525728803421
S911,9.0,5.0,0.24460030334608715,73.31548041198586,208.105938484833,0.45454545454545453,0.8181818181818182,0.0390625,0.1259765625,0.150390625,60.86568592498365,39.13431407501635,1.5553022293507066,1957.4094345548458
S921,10.0,8.0,0.12095169754160238,79.13081580486427,91.32317567434427,0.6666666666666666,0.8333333333333334,0.0078125,0.1494140625,0.3291015625,1.1803131487016227,98.81968685129837,0.011944109380529927,749.5160387558544
S1001,6.0,2.0,0.15912444021817193,95.54356619267074,100.76818647394528,0.13333333333333333,0.4,0.0009765625,0.0400390625,0.2646484375,39.23912984243251,60.760870157567496,0.6457960483560561,46.48501553541335
S1011,13.0,3.0,0.06584200116601541,104.26465378124064,37.935378876736394,0.1875,0.8125,0.0390625,0.1240234375,0.3994140625,33.900257168476486,66.09974283152351,0.5128651900338281,22.464693921543514
S1021,4.0,3.0,0.05024390988702594,95.90092620653223,31.491621093296345,0.2,0.26666666666666666,0.0390625,0.1494140625,0.16015625,44.50515244784525,55.494847552154745,0.8019690910227072,275.24659178361486
S1101,9.0,7.0,0.2218891014472928,79.95193693894437,172.4938369863679,0.5833333333333334,0.75,0.0390625,0.1494140625,0.3994140625,3.6449002532742503,96.35509974672576,0.03782778766100658,249.84313132203422
S1111,8.0,6.0,0.09223571164166863,70.69874608821175,76.69659279875991,0.5454545454545454,0.7272727272727273,0.0390625,0.0810546875,0.3994140625,14.871169323321928,85.12883067667808,0.17469016319280933,365.14365539643603
S1121,7.0,3.0,0.05593238853199867,77.73644637005776,40.0943397536777,0.25,0.5833333333333334,0.0390625,0.1494140625,0.3994140625,23.719237963249743,76.28076203675026,0.31094652609556234,314.6414790812041
S1301,11.0,6.0,0.18857524768516196,99.26340675565305,116.5082719212354,0.4,0.7333333333333333,0.0390625,0.13671875,0.150390625,42.65015413439571,57.349845865604294,0.7436838493750031,153.89351002289465
S1311,10.0,4.0,0.06223400398340649,84.10004723989246,43.90582066691588,0.3076923076923077,0.7692307692307693,0.0390625,0.1494140625,0.1640625,36.51879740614476,63.48120259385524,0.5752694642505034,753.2128768444086
S1321,4.0,1.0,0.047869326148000484,100.02071458280506,28.0395092230182,0.06666666666666667,0.26666666666666666,0.0390625,0.1494140625,0.16796875,40.89566456730825,59.104335432691755,0.6919232619387183,265.0459765654894
S1401,5.0,3.0,0.21920459733167083,81.12376299810408,165.2506445076815,0.2727272727272727,0.45454545454545453,0.0009765625,0.1494140625,0.2099609375,39.15930559847027,60.84069440152973,0.643636730048329,517.3093815829268
S1411,8.0,4.0,0.17978224537479554,81.38140466907542,135.44414797414422,0.3333333333333333,0.6666666666666666,0.0390625,0.115234375,0.150390625,52.786274103296435,47.213725896703565,1.1180281390794016,1856.023486354358
S1421,8.0,6.0,0.14910637783814587,75.38391104598234,112.66937363410696,0.5454545454545454,0.7272727272727273,0.0390625,0.1494140625,0.1513671875,31.50061948017747,68.49938051982252,0.4598672169168266,808.098753641986
S1501,12.0,8.0,0.10462967275611967,89.07182296430028,70.0366491945966,0.5714285714285714,0.8571428571428571,0.0390625,0.1494140625,0.2431640625,15.58088743299402,84.419112567006,0.18456587565555135,684.0879267054235
S1511,9.0,3.0,0.06706458998632751,83.27407831497942,48.39714547714141,0.25,0.75,0.0390625,0.1357421875,0.150390625,50.81688692411016,49.183113075889835,1.0332181870167387,220.58094792398222
S1521,9.0,3.0,0.1958230985285032,91.9494623948668,132.01594280042036,0.21428571428571427,0.6428571428571429,0.0009765625,0.0400390625,0.36328125,23.308563856690892,76.69143614330912,0.3039265533264425,314.16577951379503
S1601,8.0,4.0,0.2372067186273187,84.06280118396161,177.25993008373507,0.3333333333333333,0.6666666666666666,0.0009765625,0.0400390625,0.3994140625,17.725706254945692,82.27429374505432,0.21544647116477036,256.0099090357194
S1611,8.0,5.0,0.18655996352387705,81.30721491308624,139.18487192015013,0.45454545454545453,0.7272727272727273,0.0390625,0.0703125,0.150390625,63.185610825179,36.814389174820995,1.7163291919669945,1842.8079808518562
S1621,5.0,4.0,0.20727438316184163,69.93589273572934,179.4827539261534,0.4,0.5,0.0009765625,0.0400390625,0.3994140625,55.65036899051817,44.34963100948183,1.2548101917380163,492.3628771318504
S1701,7.0,3.0,0.20246897994600788,75.09597958941418,164.38630460855663,0.2727272727272727,0.6363636363636364,0.0146484375,0.0400390625,0.2041015625,35.843349290327964,64.15665070967204,0.5586848579819074,1122.5621727422756
S1711,7.0,5.0,0.08694346863911159,85.43410368236015,60.165062210088706,0.4166666666666667,0.5833333333333334,0.0390625,0.1494140625,0.1904296875,26.924089568032237,73.07591043196776,0.36844001544254495,5121.989518315965
S1721,6.0,5.0,0.11067001665432288,59.63586579913405,111.56640947636741,0.625,0.75,0.0390625,0.1494140625,0.2607421875,22.02619554044348,77.97380445955652,0.28248199113931954,7067.797270238314
S202,5.0,1.0,0.037026689618670616,77.4860019595963,27.085317748007633,0.08333333333333333,0.4166666666666667,0.0390625,0.1240234375,0.150390625,35.93120917136441,64.0687908286356,0.560822339654722,133.26727863291904
S212,5.0,1.0,0.1634374547240019,90.70937269799512,108.05976709814865,0.07692307692307693,0.38461538461538464,0.0068359375,0.0400390625,0.2861328125,8.856977378802261,91.14302262119774,0.09717669135917308,219.73815846486497
S222,9.0,6.0,0.1376748225784471,80.3957565764378,101.04897623384679,0.5,0.75,0.0390625,0.111328125,0.150390625,62.76669820178435,37.23330179821564,1.6857677178872263,1142.5735960533239
S302,9.0,6.0,0.13049429931734996,99.216549952967,74.3317445413732,0.4,0.6,0.0390625,0.1357421875,0.150390625,35.6576430298791,64.3423569701209,0.5541861490470062,756.0523937990953
S312,8.0,7.0,0.09058702211345981,83.1880234489177,62.79915754124446,0.5833333333333334,0.6666666666666666,0.0390625,0.1494140625,0.2109375,29.485658416485265,70.51434158351474,0.41815122646452674,2771.819562536861
S322,8.0,3.0,0.07204762624324162,130.68007540909932,33.10920397344352,0.14285714285714285,0.38095238095238093,0.0390625,0.09375,0.150390625,56.78998230381188,43.21001769618812,1.314278154272123,9.49795596436572
S402,10.0,8.0,0.34313860617704434,78.2038769815278,287.6421033017188,0.7272727272727273,0.9090909090909091,0.0390625,0.1494140625,0.3203125,9.970924047105008,90.029075952895,0.11075226466083019,3397.0013818457546
S412,10.0,8.0,0.2784939508278117,86.7598567718229,202.36916881221788,0.6666666666666666,0.8333333333333334,0.0009765625,0.0400390625,0.2666015625,4.971392907766224,95.02860709223378,0.05231469827755174,86.92228816887419
S422,11.0,6.0,0.1704317326247086,85.73923422199489,123.73154690339086,0.5,0.9166666666666666,0.0390625,0.0576171875,0.150390625,66.78867809534772,33.21132190465228,2.011021370576396,2144.1216751445127
S502,4.0,3.0,0.05359230755246538,89.39374378348239,36.01781415970951,0.21428571428571427,0.2857142857142857,0.0390625,0.1494140625,0.169921875,32.707812099974994,67.292187900025,0.4860566006349579,272.08341701513746
S512,5.0,2.0,0.13644608817742726,96.99792731202226,82.55183205262335,0.14285714285714285,0.35714285714285715,0.0390625,0.07421875,0.2763671875,8.363622609208738,91.63637739079124,0.09126967747253197,143.11664556942728
S522,3.0,0.0,0.034158965545102324,91.98632739557846,22.213029267590773,0.0,0.21428571428571427,0.0390625,0.1318359375,0.375,32.603622266784335,67.39637773321566,0.48375926664551216,41.782070910247164
S602,7.0,4.0,0.10592205936074896,80.56331684643628,79.08632405194481,0.3333333333333333,0.5833333333333334,0.0390625,0.1494140625,0.2099609375,29.508073907011163,70.49192609298886,0.4186021796040276,4667.333486611557
S612,10.0,9.0,0.20947547475147862,78.71087418414467,163.7794061460445,0.8181818181818182,0.9090909090909091,0.0205078125,0.0400390625,0.150390625,64.8677412400545,35.132258759945515,1.8463868686408107,1793.5331332179978
S622,8.0,6.0,0.11790512182413439,79.96674439302794,89.61114247754509,0.5,0.6666666666666666,0.0390625,0.1494140625,0.166015625,31.41230082457648,68.58769917542352,0.4579873826097406,2491.133806799104
S702,12.0,7.0,0.2627978134165462,92.6190471625889,175.58603378123982,0.5,0.8571428571428571,0.0390625,0.1494140625,0.3271484375,4.284366759289568,95.71563324071045,0.04476141058916707,5309.877658602142
S712,11.0,5.0,0.1068480330085985,112.55452479798883,56.76879521087163,0.29411764705882354,0.6470588235294118,0.0009765625,0.1494140625,0.25,26.71323886753137,73.28676113246863,0.36450292596839107,299.4978103738805
S722,10.0,8.0,0.21606031621835922,77.93363281860465,167.28996845887775,0.6666666666666666,0.8333333333333334,0.0009765625,0.0400390625,0.3994140625,52.37318420450405,47.62681579549595,1.0996574792946152,1753.677383309472
S802,12.0,7.0,0.17055672958251716,99.73779771667695,102.10283829390728,0.4666666666666667,0.8,0.0390625,0.1494140625,0.255859375,17.63596477736817,82.36403522263184,0.21412215574064283,242.66817808200474
S812,13.0,11.0,0.26901164096614827,96.73045293734084,182.457959254461,0.7857142857142857,0.9285714285714286,0.0390625,0.095703125,0.150390625,63.97486017241781,36.02513982758219,1.7758393299402622,3007.0607581984773
S822,9.0,3.0,0.06344469820716765,101.71755189209375,37.481484469061975,0.1875,0.5625,0.0390625,0.1494140625,0.21875,25.067790307753196,74.9322096922468,0.3345395846553681,608.013519327793
S902,9.0,7.0,0.166791615456368,81.07469382735674,123.66146203832439,0.5833333333333334,0.75,0.0390625,0.1494140625,0.2421875,18.89666014656121,81.10333985343878,0.23299484559710137,654.4312545727156
S912,10.0,9.0,0.2063664408768325,79.4198780276422,157.68276895366435,0.75,0.8333333333333334,0.0390625,0.1494140625,0.201171875,27.36643214753334,72.63356785246667,0.37677389334804606,1126.1594549393853
S922,10.0,5.0,0.24219761200405443,86.38249886121622,177.05914539532475,0.4166666666666667,0.8333333333333334,0.0390625,0.1494140625,0.16796875,37.06760263362763,62.93239736637236,0.5890066831211253,4772.438892235426
S1002,9.0,3.0,0.10178848089225673,114.53608541086383,53.02274628376885,0.16666666666666666,0.5,0.0390625,0.099609375,0.150390625,63.38395449508942,36.616045504910595,1.7310431430010367,305.47815131082837
S1012,11.0,3.0,0.09238415754695771,119.56531277536295,46.64027166292142,0.15789473684210525,0.5789473684210527,0.0390625,0.1494140625,0.1953125,26.18214063383101,73.817859366169,0.3546857204833873,692.7269633187794
S1022,8.0,2.0,0.06588082781302283,91.95783334013717,43.02362704374838,0.14285714285714285,0.5714285714285714,0.0390625,0.140625,0.150390625,41.31500148544753,58.68499851455246,0.7040129936307726,468.4439940352133
S1102,7.0,3.0,0.05965272768680019,127.224859501423,28.045818290224844,0.15,0.35,0.0390625,0.1494140625,0.1572265625,42.618834650152515,57.381165349847485,0.7427321210768298,122.13759726491192
S1112,13.0,5.0,0.10457038080392485,130.2845771037833,47.9009332519812,0.25,0.65,0.0009765625,0.0400390625,0.3994140625,5.15743243003813,94.84256756996187,0.05437887819974593,6.359069964312869
S1122,10.0,4.0,0.08843406240182246,128.82331125501673,40.86920933947053,0.2,0.5,0.0390625,0.134765625,0.150390625,47.512191256994456,52.48780874300554,0.9052043206761965,84.86332709677333
S1302,12.0,6.0,0.1335100501888958,103.85764268544975,77.69269074379739,0.375,0.75,0.0390625,0.1494140625,0.20703125,22.69675254555827,77.30324745444173,0.29360671502105373,782.3547686070503
S1312,4.0,3.0,0.07109700602389132,105.78991505278417,39.165443605161876,0.1875,0.25,0.0390625,0.0869140625,0.150390625,69.35972009519068,30.640279904809333,2.263677757209518,54.90864019987965
S1322,1.0,1.0,0.029587115056788096,132.52826519263704,12.842054638839437,0.047619047619047616,0.047619047619047616,0.0390625,0.1494140625,0.1875,34.84911671573599,65.15088328426401,0.5348986070332088,23.098934633460857
S1402,20.0,9.0,0.10071388728411647,139.8713469879721,43.26092049821372,0.4090909090909091,0.9090909090909091,0.0390625,0.1494140625,0.25390625,15.308526845771715,84.69147315422829,0.18075641237098286,20.27112560114111
S1412,15.0,8.0,0.14199016340294643,133.54291127691735,63.505423197631366,0.38095238095238093,0.7142857142857143,0.0009765625,0.0400390625,0.150390625,66.45846460915476,33.541535390845254,1.9813781281847274,35.175246966682934
S1422,1.0,1.0,0.06954269023566431,125.97312354308505,32.82038858962446,0.05,0.05,0.0390625,0.1494140625,0.150390625,38.65568233064537,61.34431766935462,0.6301428363585228,71.01143249497107
S1502,10.0,8.0,0.14926527682853188,86.63139723721318,103.79115990913407,0.6153846153846154,0.7692307692307693,0.0390625,0.1435546875,0.150390625,46.032597382215435,53.967402617784565,0.8529704071221267,2124.5449259153006
S1512,8.0,7.0,0.08846998669010689,91.1573366226051,55.64861819922379,0.5384615384615384,0.6153846153846154,0.0390625,0.1494140625,0.2861328125,27.6097898123043,72.3902101876957,0.3814022606194503,821.4562808374624
S1522,10.0,6.0,0.09386898565263929,87.77396842940006,62.42853056553093,0.46153846153846156,0.7692307692307693,0.0390625,0.1494140625,0.205078125,26.960815401527736,73.03918459847227,0.36912809952278225,582.1741005144644
S1602,3.0,0.0,0.03316424328464924,144.15244599248382,13.801260266921444,0.0,0.13043478260869565,0.0390625,0.1181640625,0.150390625,39.61353396910927,60.38646603089074,0.6560002029071371,8.479982751720211
S1612,1.0,1.0,0.0838389157362682,127.28052368076905,38.58762063217095,0.05,0.05,0.013671875,0.0400390625,0.150390625,74.29671554747408,25.70328445252592,2.8905533720680885,24.71831805601464
S1622,1.0,1.0,0.04027721324369842,128.29194919332798,18.38526522174787,0.05,0.05,0.0009765625,0.0400390625,0.150390625,56.02243052371494,43.97756947628506,1.2738864650972828,8.685928526860359
S1702,9.0,2.0,0.0720608535684866,108.46866780825184,39.9281880891387,0.11764705882352941,0.5294117647058824,0.0390625,0.1494140625,0.1806640625,34.79782089422032,65.20217910577968,0.5336910724680943,695.1147145086147
S1712,2.0,2.0,0.07987225934828673,114.39025714440481,40.83618611552892,0.1111111111111111,0.1111111111111111,0.0390625,0.13671875,0.150390625,51.4879439628527,48.5120560371473,1.0613432653406125,403.48212155389564
S1722,8.0,2.0,0.11962016365747498,103.12693879171124,71.15413947639162,0.125,0.5,0.0390625,0.1494140625,0.193359375,25.61596033048601,74.38403966951398,0.34437441747311576,5956.907122282073
S203,10.0,9.0,0.20507331982061483,77.00868704596733,162.34311107739015,0.8181818181818182,0.9090909090909091,0.0390625,0.1015625,0.150390625,63.65556044162234,36.34443955837766,1.7514525252033848,813.5140358481897
S213,10.0,10.0,0.1982763602251867,70.67594243916254,167.6439984135476,0.9090909090909091,0.9090909090909091,0.0390625,0.1494140625,0.3994140625,3.335849026297479,96.66415097370252,0.034509681124753236,933.4776003704469
S223,11.0,8.0,0.20931464186373536,84.6217376682869,158.37416067051169,0.6666666666666666,0.9166666666666666,0.0390625,0.12109375,0.3291015625,27.596691235554765,72.40330876444523,0.38115234933995923,2228.654478634474
S303,7.0,6.0,0.3718504701576542,68.92842059018253,378.11331542315645,0.75,0.875,0.0390625,0.1494140625,0.314453125,18.09313384076853,81.90686615923147,0.22089886586057977,13880.589549563358
S313,6.0,5.0,0.18909911219876752,54.262969492154134,206.2832268491559,0.625,0.75,0.0009765625,0.0400390625,0.3701171875,20.33866192241502,79.66133807758497,0.25531408853070586,1200.219927329826
S323,7.0,6.0,0.3085664652625024,82.37592874622263,282.13230842245343,0.6,0.7,0.0390625,0.08984375,0.150390625,62.237544861985256,37.762455138014744,1.6481329043495352,13352.658358553044
S403,7.0,7.0,0.2561948701575727,88.67491339078282,199.75929392697603,0.6363636363636364,0.6363636363636364,0.0390625,0.048828125,0.150390625,59.91905143833922,40.08094856166079,1.494950932764462,4342.808669356913
S413,9.0,8.0,0.29561236860902906,81.07308466214032,232.39871614384202,0.7272727272727273,0.8181818181818182,0.0390625,0.1494140625,0.19921875,21.532940271462852,78.46705972853715,0.27442012413817624,7902.30348814805
S423,7.0,6.0,0.3197977284778884,72.13140872286849,287.1909810770403,0.6,0.7,0.0390625,0.1494140625,0.2392578125,18.957829135754064,81.04217086424595,0.2339254851342815,3423.9087938370776
S503,6.0,3.0,0.21391562610492074,86.82605121190608,160.59303362530886,0.2727272727272727,0.5454545454545454,0.0390625,0.0517578125,0.150390625,62.2344696376764,37.76553036232362,1.6479172684878791,1688.0230605859424
S513,7.0,3.0,0.059907490700151514,61.681801920092816,57.49195817766173,0.3333333333333333,0.7777777777777778,0.0390625,0.1494140625,0.283203125,14.619204627878203,85.3807953721218,0.1712235704078672,349.6724102136408
S523,8.0,4.0,0.06812241894692793,63.69718275407329,63.845050522264486,0.4,0.8,0.0390625,0.1494140625,0.2236328125,25.045319430017393,74.9546805699826,0.3341394992222459,486.30640622557445
S603,4.0,2.0,0.24323682293585352,73.10006061322238,217.12197059113728,0.2,0.4,0.0390625,0.0498046875,0.150390625,76.8283390681515,23.171660931848503,3.315616402903344,1494.6979693804158
S613,5.0,1.0,0.0342645750385232,63.757253340498686,31.601257186737296,0.1,0.5,0.0390625,0.125,0.150390625,54.01781203311326,45.98218796688675,1.174755148058923,223.14325849489254
S623,6.0,1.0,0.03673917262373571,69.09452504379851,31.758334917541156,0.09090909090909091,0.5454545454545454,0.0390625,0.1298828125,0.150390625,51.50072168866607,48.49927831133393,1.0618863513404224,571.8793267072465
S703,5.0,4.0,0.047896211047682546,58.47042177920701,48.49784341933702,0.4444444444444444,0.5555555555555556,0.0390625,0.1494140625,0.181640625,28.13472803982387,71.86527196017614,0.39149268168656787,773.4733778423711
S713,6.0,4.0,0.23572184762215687,68.56159499261335,219.26128295730132,0.4444444444444444,0.6666666666666666,0.0390625,0.1064453125,0.150390625,57.50261538127904,42.49738461872094,1.3530859815770404,4708.8415639840305
S723,4.0,3.0,0.08732661574220868,61.72565200403488,82.51700505016518,0.3333333333333333,0.4444444444444444,0.0009765625,0.0400390625,0.392578125,2.464953475143934,97.53504652485607,0.025272489868713593,446.7495145841744
S803,9.0,7.0,0.2548744354000365,77.41546214814024,214.06388518097933,0.6363636363636364,0.8181818181818182,0.0390625,0.12890625,0.150390625,46.963294652050514,53.03670534794951,0.8854866520072443,3123.8394273192853
S813,10.0,8.0,0.2017680040512685,75.6257259189514,168.33160907044427,0.7272727272727273,0.9090909090909091,0.0390625,0.0849609375,0.150390625,54.190399297508186,45.809600702491814,1.1829485187929287,4305.517051258467
S823,5.0,5.0,0.09041387205952363,65.1773832916335,83.32773979715697,0.5,0.5,0.0390625,0.1494140625,0.1904296875,29.066763577099632,70.93323642290035,0.4097763621527864,1117.6234376599052
S903,9.0,9.0,0.1968488089921616,83.32940588912341,142.2958716174338,0.6923076923076923,0.6923076923076923,0.0390625,0.1494140625,0.203125,29.370172166936722,70.62982783306327,0.4158324190787273,116.56197368376786
S913,11.0,7.0,0.1525961629180921,88.18050983174865,104.83945992934417,0.5384615384615384,0.8461538461538461,0.03515625,0.0400390625,0.150390625,69.76351228803325,30.23648771196674,2.307262435789553,1231.191091226688
S923,12.0,6.0,0.17847281502815188,87.88773120503782,123.58564924137663,0.46153846153846156,0.9230769230769231,0.0390625,0.08984375,0.150390625,58.2152835122547,41.78471648774531,1.3932195406741166,1018.5952298897129
S1003,10.0,5.0,0.14808442841441863,72.94856393539428,124.21048626408066,0.45454545454545453,0.9090909090909091,0.0390625,0.1494140625,0.2041015625,22.634820628387082,77.36517937161292,0.2925711646018922,9158.600302271747
S1013,7.0,3.0,0.08721736164791494,66.96301579406007,77.51266771201136,0.3,0.7,0.0390625,0.1494140625,0.3994140625,9.831921450902867,90.16807854909713,0.10903993529760446,145.97482732663605
S1023,7.0,6.0,0.23780219771229644,83.05822310855433,179.35878368192311,0.5,0.5833333333333334,0.0390625,0.1123046875,0.150390625,54.04035706426962,45.95964293573038,1.175821951877199,832.8287741532976
S1103,6.0,3.0,0.06706359359214664,72.44341967770039,55.65297580813976,0.3,0.6,0.0390625,0.1494140625,0.361328125,8.522604052352667,91.47739594764734,0.09316622936260853,313.66317802013856
S1113,7.0,4.0,0.07397885035655119,71.84187687730301,54.9784744519276,0.36363636363636365,0.6363636363636364,0.0390625,0.1435546875,0.150390625,48.071269468052584,51.9287305319474,0.9257162456239586,1974.058124469895
S1123,11.0,2.0,0.07213371561257632,97.6426272983664,44.48885975423987,0.13333333333333333,0.7333333333333333,0.0390625,0.130859375,0.150390625,57.28207580981996,42.71792419018005,1.3409377186681721,110.98878456462353
S1303,9.0,4.0,0.1360820339782473,90.30114524544024,90.78518664065562,0.3076923076923077,0.6923076923076923,0.0390625,0.14453125,0.150390625,43.57681808065787,56.423181919342134,0.7723211736436922,3676.3960010580167
S1313,8.0,3.0,0.07432824967988186,88.01900946348482,50.981856182998975,0.23076923076923078,0.6153846153846154,0.0390625,0.1494140625,0.1552734375,40.28863495946164,59.711365040538354,0.6747230603773583,941.2768662640212
S1323,10.0,5.0,0.07388186587561395,88.79579537154453,49.36769615834436,0.35714285714285715,0.7142857142857143,0.0390625,0.1494140625,0.162109375,39.47824815679132,60.52175184320868,0.6522985035044269,1174.7584633363715
S1403,3.0,2.0,0.17647019267676836,90.747606880294,118.28254155702018,0.15384615384615385,0.23076923076923078,0.0390625,0.05859375,0.150390625,71.91822093695868,28.08177906304134,2.5610279453986173,353.30159051934834
S1413,10.0,5.0,0.16403994439187053,86.53476381634599,114.2050806817051,0.38461538461538464,0.7692307692307693,0.0390625,0.119140625,0.150390625,46.700082294139015,53.29991770586097,0.8761755046575573,681.9428407807115
S1423,4.0,3.0,0.0724139445534293,78.38584257948297,55.77011098372024,0.25,0.3333333333333333,0.0390625,0.1494140625,0.15625,35.04945907354059,64.95054092645941,0.5396330588412732,993.2038701321094
S1503,8.0,7.0,0.16961846757351662,86.72914602068958,118.2470206890577,0.5833333333333334,0.6666666666666666,0.0390625,0.125,0.150390625,52.83974377533337,47.16025622466664,1.1204295312478845,3780.4659136198165
S1513,11.0,8.0,0.30026970858007457,91.40631417760605,208.22949793322707,0.6153846153846154,0.8461538461538461,0.0390625,0.1494140625,0.1572265625,41.58668498264905,58.413315017350946,0.711938450510748,1837.9101871141277
S1523,8.0,4.0,0.26177061190278855,83.6163589703252,196.85038963163836,0.3333333333333333,0.6666666666666666,0.0390625,0.1494140625,0.158203125,39.33512992856736,60.66487007143263,0.6484004644244752,716.6010776425082
S1603,9.0,6.0,0.13127323261138718,95.04479124444342,81.27397048247202,0.42857142857142855,0.6428571428571429,0.0009765625,0.0400390625,0.150390625,57.81622373280001,42.18377626719999,1.3705796125643461,391.5166740940118
S1613,8.0,7.0,0.13881883920117588,81.69232537269467,100.36717882484766,0.5833333333333334,0.6666666666666666,0.0390625,0.1494140625,0.3740234375,23.757670484867244,76.24232951513277,0.31160735297511816,206.72633326298364
S1623,9.0,6.0,0.1815736510130913,90.26380790293334,124.61158474296917,0.46153846153846156,0.6923076923076923,0.0390625,0.1494140625,0.154296875,46.1399806898643,53.8600193101357,0.8566647632296969,2225.0769824794247
S1703,6.0,1.0,0.04338961374767099,77.61219314886934,33.14439651597499,0.09090909090909091,0.5454545454545454,0.0390625,0.134765625,0.150390625,41.83410114378509,58.1658988562149,0.7192204017546133,310.9675258749778
