,feat_rmssd,feat_nnhr,feat_sdsd,feat_pnn50,feat_pnn20,peak vlf,peak lf,peak hf,norm power lf,norm power hf,power ratio,total power,scr_mean,scr_std,scr_max,scr_min,scr_range,scr_kurtosis,scr_skew,scr_momentum,scr_activity,scr_complexity,scr_mobility,scr_rms,scr_acr_length,scr_integral,scr_average_power,scr_f1sc,scr_f2sc,scr_f3sc,scr_Energy,scr_Entropy,scr_max_freq,scl_mean,scl_std,scl_max,scl_min,scl_range,scl_kurtosis,scl_skew,scl_momentum
S43,0.08029931789810506,63.014917926269305,77.10885320346978,0.4133738601823708,0.7477203647416414,0.0146484375,0.0966796875,0.240234375,59.718871181895025,40.28112881810498,1.4825520767196931,2000.0436903099178,2.885224036809316e-05,0.0019836797196421726,0.024181406798760564,-0.010279093451115438,0.034460500249876,14.221568642664757,1.4114584819300506,3.934985230119648e-06,3.934985230119648e-06,12.459854712225388,0.011677049941530153,0.001983889533692314,263370.0000735958,357.45533511652263,3.935817681893907e-06,0.4076071211318284,0.360349276205031,0.26242728856837494,571.4709793965992,56.873028892097935,-0.28515625,1.3716125548901141,0.007762203669368605,1.3829707316125712,1.349634074420499,0.03333665719207213,0.13244465121321003,-1.0922890364195035,6.025180580475944e-05
S44,0.07056054044864385,62.93572644997539,68.0742578918655,0.453551912568306,0.7841530054644809,0.005859375,0.1328125,0.3515625,52.425058618867816,47.57494138113219,1.101946888360416,3354.2967147628115,7.279604179457075e-07,0.040849432309019905,0.5861208276800096,-0.587674402397539,1.1737952300775487,91.64266170150475,0.11933404108362822,0.0016686761199691993,0.0016686761199691993,4.071216386020657,0.003675672734064811,0.040849432315506244,400797.0045181386,3024.4430816810955,0.0016686761204991257,1.032144816166617,0.8167309211130805,1.1621210993764164,2476963431.6907983,766962.5351560556,-0.30859375,1.9840068582031605,0.53480817621584,2.569388675812098,1.42456629533589,1.1448223804762079,-1.9900564073783635,0.02454459280401626,0.286019785347313
S51,0.03099607813948172,63.088892565673945,29.60856245046702,0.09563758389261745,0.4395973154362416,0.025390625,0.103515625,0.150390625,84.47425210711425,15.525747892885756,5.440913551470344,1479.3247556386489,1.2723282073239632e-05,0.012630260968448988,0.22577914079703204,-0.13338346076062918,0.3591626015576612,116.931489036724,5.00904581173091,0.00015952349213112598,0.00015952349213112598,143.57106912421355,0.0029610385135607404,0.012630267376941498,821995.000782417,4082.1972572350933,0.00015952365401303268,6.585777674086316,9.511574843270733,13.234821146224464,75706231.37208357,149179.95789024472,-0.0625,4.091701484082989,0.6281456523274395,6.358431456007013,3.6856811355409027,2.6727503204661103,2.527374161809954,1.871291810100123,0.3945669605378644
S52,0.10195452780912453,88.62898186656443,69.58595789837945,0.013530135301353014,0.2029520295202952,0.013671875,0.123046875,0.2314453125,50.979702800055044,49.02029719994496,1.0399713121305245,2154.8514173598273,7.555955541133634e-06,0.14544418553745408,0.7486751330135667,-0.4186767931891368,1.1673519262027034,4.333238224020022,1.6704501272385035,0.02115401110665337,0.02115401110665337,3.142438769310016,0.001797162624939464,0.1454441857337234,441789.0150923437,43776.82295978017,0.021154011163745826,6211.61771056161,7308.317259870051,5188.406365067436,16830600039.337475,10467951.127425916,0.14453125,9.610933648222423,0.375193388170336,10.449591983163769,8.80103175228718,1.6485602308765888,-0.4933598203381431,-0.14161850105433746,0.1407700785267364
S53,0.03531978668667596,66.68092739751894,31.947456226006818,0.054441260744985676,0.335243553008596,0.009765625,0.064453125,0.1572265625,92.63719605392447,7.362803946075523,12.58178225746475,1668.007634484021,0.0004538045518194138,0.056066069401678055,0.3442431437097409,-0.2849073649606471,0.629150508670388,8.43442880992339,1.1575732875791407,0.00314340413815378,0.00314340413815378,246.51057025537256,0.001774874860003389,0.056067905942036325,257727.00176406032,8581.333317190987,0.0031436100767250324,117.80781106764162,6.20238413466587,137.96706763852487,18607051.232224636,138970.87171927336,0.3359375,5.653340247797593,0.26356005201062777,6.278237117827492,5.269923386364492,1.0083137314629997,-0.93534030318584,0.34719530548948996,0.06946390101584482
S54,0.035468611359978336,64.13582659276946,33.31197329044485,0.09375,0.408203125,0.017578125,0.08203125,0.150390625,75.09327125982534,24.906728740174657,3.0149792870510366,1418.6152560158675,0.0002409465198876896,0.10968597336831133,1.4594157417442755,-1.5310170912292276,2.990432832973503,77.78092278981843,-1.115039269205154,0.012031012753753902,0.012031012753753902,10.361485151581913,0.0037061892941927434,0.10968623801087969,343136.0284228278,9535.892873125731,0.01203107080897935,13327.62750178555,3.1498943809376074,2.6074123793848947,53520951748.48486,4100026.847144483,0.18359375,6.529231986448595,0.8426248653969793,8.22595020200801,4.938756828206504,3.2871933738015056,-0.8521952168183402,-0.003011309029734968,0.7100166637852776
S61,0.04472407513140121,69.72858684507081,38.83278991548823,0.1570109151973132,0.581024349286314,0.0166015625,0.130859375,0.1796875,66.76716899818413,33.23283100181586,2.0090725642523783,2153.047794433596,1.296317179268635e-05,0.009096703088794308,0.1765578286617522,-0.07906759350614612,0.2556254221678983,38.73035119950971,2.1559821323000805,8.275000708567991e-05,8.275000708567991e-05,12.6839931280847,0.0070987364739322585,0.009096712325313075,730880.0015478721,4354.977774245984,8.275017512950281e-05,129.20340160846644,22.64823228300456,82.75345204440706,5623292.424712913,70119.44066345852,0.15625,6.835112399690499,0.9128107252671708,9.634924753433463,6.168984597520418,3.465940155913045,1.737626548465352,1.673768676370072,0.8332234201627784
S62,0.06686352478688769,78.83000528683837,51.445430680889345,0.2920469361147327,0.6531942633637549,0.0146484375,0.1494140625,0.208984375,29.26057239211221,70.73942760788779,0.413638806272296,2881.5573726064276,0.00018921648226399707,0.08827037657691154,0.5808707725196824,-0.210413409337672,0.7912841818573544,3.343019517908534,1.2250011349740075,0.007791659381029774,0.007791659381029774,81.28607780693021,0.0019580988977746278,0.08827057937901471,454383.0071298014,28559.283476262128,0.007791695183906936,1190.3988955226835,2072.0290086700224,1101.471558032177,1889017600.5717118,3053050.808689597,-0.20703125,9.319822997221754,0.9904164539855712,10.819320994856694,7.796909012468951,3.0224119823877436,-1.485345594804161,0.04797665985475494,0.980924752325353
S63,0.04837086536164072,66.86553773294946,43.718966802233815,0.19825072886297376,0.6209912536443148,0.0390625,0.0400390625,0.1630859375,73.21858669369608,26.781413306303918,2.7339328905566602,2567.407076632382,-0.00010109829820620813,0.01067196433318985,0.06051912331033208,-0.04093694998069311,0.10145607329102518,2.2559277015446026,0.480427074068135,0.00011389082272887627,0.00011389082272887627,37.50101242759769,0.005786465004146678,0.010672443187704326,261472.00054527752,2087.28766212043,0.00011390104359477646,6.564780048029117,6.136107494252301,5.964357414933956,24777.836614676657,4613.5673132770025,-0.03125,8.382870944726275,0.16627240305542554,8.804199112023674,8.19496497970894,0.6092341323147341,-0.06404823384142633,0.9711749898096296,0.02764651201782588
S64,0.06627162263823135,67.77679699346228,59.30854368843192,0.2853566958698373,0.6808510638297872,0.017578125,0.14453125,0.150390625,62.14590035009705,37.85409964990295,1.6417217930120913,3813.4585477541823,6.0592617332407544e-06,0.08910551563062483,1.3889271475432572,-1.4557173994361388,2.8446445469793957,109.82504492788522,-0.3952289238023099,0.007939792915799526,0.007939792915799526,4.213653677992741,0.0035777681606870082,0.08910551583664267,531999.0270336404,11346.959985254816,0.007939792952514178,30.106136206141265,64.90850322098947,190.2107638196922,149434004990.594,7060686.899212964,0.48828125,8.388497736447052,0.7960465942628324,10.26664478339739,7.552411566225578,2.714233217171813,-0.6632560919123329,0.7914948968168177,0.6336901802374545
S71,0.06018109427977112,71.43441873210014,51.1767695196945,0.27156789197299325,0.6301575393848462,0.0166015625,0.1201171875,0.150390625,74.74267855775994,25.257321442240062,2.959248023535905,3867.89818156872,-2.6896017163495647e-07,0.009498522872001149,0.05847819236617789,-0.06359760430103746,0.12207579666721535,1.917341296660629,-0.0658684056690042,9.022193674992894e-05,9.022193674992894e-05,3.3683756903873956,0.008021753320415052,0.009498522875809089,833365.002421392,6203.532573289783,9.022193682226857e-05,67.33871404366595,68.19251251076734,60.3242301504572,1728159.2826957838,66500.49175035232,-0.015625,11.500864327936467,0.488152256001747,13.042609966989291,11.128334120027924,1.9142758469613668,1.9595530888172883,1.707694065851039,0.2382926250395951
S72,0.15115805126744203,86.76334108269766,108.6945070950884,0.40125,0.615,0.013671875,0.1494140625,0.240234375,12.66689641602051,87.3331035839795,0.14504118021913678,6648.115686521526,-2.584185974574503e-05,0.07093536301623443,0.3297584741989173,-0.21347643994830667,0.5432349141472239,1.6839523052538894,0.8881681720440536,0.00503182572624496,0.00503182572624496,4.314823574442352,0.0025622326036357254,0.07093536772334852,447675.00739451597,23838.824172960958,0.005031826394046675,1313.9893643609912,1882.171097573033,1296.28073704744,733166441.9605275,2265981.3873174554,0.28515625,18.069922659979195,1.4843288148444196,20.222350942698004,15.295799307599689,4.926551635098315,-1.2929595595577066,-0.18867422001909986,2.203232030577439
S73,0.07784026012730043,58.62388057199634,80.15171304038037,0.44983818770226536,0.7637540453074434,0.015625,0.10546875,0.171875,31.758362823110676,68.24163717688933,0.46538102157176764,2292.7721388126142,1.4404472925497052e-05,0.011245146964560767,0.08554359229265551,-0.05466045970090203,0.14020405199355754,9.764597335754576,1.3215933129178352,0.00012645333025457022,0.00012645333025457022,4.591640413509931,0.006921827384849545,0.011245156190263013,263435.0007991987,2118.9822315081396,0.00012645353774341054,12.884065924424734,16.915711938781637,14.706066385995458,253331.11496983824,15990.811289208747,-0.171875,11.765823280146241,0.15048376889720508,12.011132842780297,11.523277289803781,0.48785555297651584,-1.2765377116717584,-0.10708069583165082,0.022645364701507423
S74,0.12343419804616665,62.30661070935624,121.95813100272562,0.5020134228187919,0.8026845637583893,0.0146484375,0.12109375,0.150390625,60.32173231935371,39.67826768064631,1.5202713184168717,10251.161693198766,5.019982674754713e-06,0.06601297763150327,1.1140421963726252,-1.1224385505267898,2.236480746899415,125.67980473856122,-0.03046426802891685,0.004357713215777351,0.004357713215777351,4.056395683301708,0.003815319989689591,0.06601297782237656,555447.017617635,8903.544711859364,0.004357713240977578,44.52531041360406,47.82747024166439,44.8552802668521,49811154165.965996,3871190.743830337,0.49609375,12.15754233413392,0.6392526080943156,13.468990645403126,11.359632259430624,2.1093583859725022,-1.296326394614817,0.4014396969460203,0.40864389695538467
S81,0.057424937148442774,71.62579022999175,48.41526318684979,0.3054074638233054,0.6907844630616908,0.0263671875,0.0498046875,0.16015625,46.781016702952165,53.21898329704783,0.8790287563713607,1438.1289101376146,2.7811310980172247e-06,0.003257513985349455,0.03308357720074112,-0.03021753145876495,0.06330110865950607,13.20279189213548,0.9625057758947332,1.0611397364747288e-05,1.0611397364747288e-05,12.160530134678725,0.00439038596810716,0.0032575151725567565,821242.0000844159,1865.8586360753877,1.0611405099437475e-05,2.6999342907087973,5.086884643939329,7.7371427307318035,37525.48965581023,3171.3642282172214,-0.35546875,3.874556480753381,0.09390328848394543,4.183799295655014,3.756155211346211,0.42764408430880296,1.668294515386247,1.42771314974782,0.008817827588099078
S82,0.20737054300420174,92.65798415343515,137.58096367193338,0.1850574712643678,0.48735632183908045,0.0341796875,0.0517578125,0.1689453125,56.094064597489776,43.905935402510224,1.2775963906302,2469.966277373214,5.0196189200338934e-05,0.010174576494209128,0.06862414583717086,-0.05339192817951696,0.12201607401668782,8.745109939447126,0.7795888099915229,0.00010352200683651291,0.00010352200683651291,6.967073891072473,0.002186203799127593,0.010174700314698372,453356.0001121628,2784.4947300943713,0.00010352452649392315,14.540359394561815,30.734559850087876,27.140561846479255,553865.7357979236,17037.110345662684,0.0078125,3.838149545818566,0.09309721117597315,4.1692062394455585,3.685401187086793,0.4838050523587656,1.1684963211234942,0.868236808242735,0.008667090728743741
S83,0.08820383437991755,70.96200746622729,75.84671493762774,0.5027173913043478,0.7744565217391305,0.03515625,0.0400390625,0.158203125,53.770014740738326,46.229985259261674,1.1630982454178067,5505.3816667274305,3.768833184735326e-05,0.0029976678405885136,0.016769298818365738,-0.010347128959730771,0.02711642777809651,2.131047121144346,0.6006937509374385,8.986012482498601e-06,8.986012482498601e-06,38.99108480468038,0.006164873998617764,0.002997904750464237,262395.00004995347,578.6673513399593,8.987432892856041e-06,0.5190504880570852,0.5608114412163948,0.6552116667272829,373.83997471651793,18.67607634471417,-0.17578125,3.7340375561962538,0.04486981410129213,3.8118995027937466,3.6448818904196596,0.16701761237408697,-0.9857494479881654,-0.19014517852725416,0.002013300217484514
S84,0.09012033009568397,71.19528784182508,77.35800053101117,0.4,0.7488372093023256,0.03515625,0.1328125,0.150390625,58.84929472402225,41.15070527597775,1.4300920076423642,6416.91081436259,2.590917345737427e-05,0.006215542632590024,0.08057000450423348,-0.0869969231750993,0.1675669276793328,49.49844723537059,-0.48467977062130435,3.863297021754413e-05,3.863297021754413e-05,49.6463130115881,0.003856764008203174,0.0062155966328916,559871.0001725708,1994.7274664650577,3.8633641502813395e-05,5.267985028266618,3.7546260621507854,3.5172910595062703,2562786.0255258456,19548.32632594907,0.49609375,3.647085999190249,0.09505169154588702,3.7943426218407525,3.52134839514343,0.27299422669732243,-1.8137125721851337,-0.0973878207342841,0.009034824065734451
S91,0.04925022967367756,77.50155155036437,38.43922364847223,0.12,0.47789473684210526,0.0390625,0.134765625,0.150390625,69.26084759884674,30.739152401153255,2.2531801363608275,2072.948728715797,1.1994598966534258e-05,0.004244353954740815,0.03392478851892476,-0.032688555557997476,0.06661334407692224,13.903207871731194,0.5900180689772149,1.8014540493123996e-05,1.8014540493123996e-05,15.572533381132205,0.003916651903151128,0.004244370903152594,815406.0001134203,1910.8953313844777,1.8014684363528365e-05,18.83974709114092,1.6838986623719423,3.5856662334172875,151236.10503423683,8174.2433332402015,0.44921875,1.7490468274867401,0.12404400433963056,2.14307651732243,1.6367126693192853,0.5063638480031447,1.0872804733607824,1.3973305096073108,0.015386915012610284
S92,0.08776116257047357,79.75903265823446,66.8966960266666,0.2105978260869565,0.5774456521739131,0.0166015625,0.1494140625,0.1533203125,45.28528583584808,54.714714164151914,0.8276619283797368,3515.7702672173536,-3.482984748543223e-05,0.020765750789244405,0.10950188477777445,-0.0614541992738174,0.17095608405159185,2.268193270261455,0.9744743927625309,0.0004312164058410047,0.0004312164058410047,5.422943727137633,0.0017831616865096839,0.0207657799988173,447259.0003066314,6842.611250184957,0.00043121761895928065,159.74248688435748,66.78977978092885,81.64666313554739,6786478.785563681,131480.73165340634,0.19140625,3.3632881199446767,0.33244930146095675,3.8989205053215614,2.776342884249223,1.1225776210723386,-1.186230834885658,-0.105602338673341,0.11052253804187809
S93,0.019356427553434818,86.65795651013266,13.445063406602863,0.011494252873563218,0.07816091954022988,0.0390625,0.0400390625,0.158203125,81.02862086167711,18.971379138322895,4.271098072042442,537.1279375959988,8.703922118168215e-05,0.010940366282605963,0.059140371708774106,-0.04793339194401144,0.10707376365278554,5.162507182557176,0.6170526059527726,0.00011969161439758141,0.00011969161439758141,114.32189495928324,0.0020557766394051387,0.01094071250986906,257606.00007232587,1778.3353271809704,0.00011969919022360535,1.0953201325000093,1.6854756419278787,0.5960154290557265,32198.574852688187,2742.794131786749,-0.44921875,3.1239670993508155,0.0800428375528072,3.276677891536285,2.9837007923718004,0.29297709916448467,-1.1315578491797476,-0.09269179430263412,0.006406855843505081
S94,0.043960053901369485,72.99193077483099,36.392729307489894,0.1509433962264151,0.5377358490566038,0.0185546875,0.115234375,0.150390625,85.23335751291322,14.766642487086786,5.772020118144565,2531.6431339923047,3.697385357684934e-05,0.03633765229264825,0.4857578632705615,-0.47036558027338327,0.9561234435439447,75.77181869991234,0.6300460625966184,0.0013204249741414049,0.0013204249741414049,6.826843806506919,0.004200975607479648,0.036337671103240134,340921.0039773197,2561.1640716788615,0.001320426341207253,1679.1992129711175,0.5122457596904689,0.5979256514320089,680995732.3847272,408881.506823513,0.171875,2.867653052785216,0.2005096988034889,3.468110456331156,2.5992628909648277,0.8688475653663286,0.12422274362550345,0.8984727740045868,0.04020413931426584
S101,0.0424694235319524,99.65036809176496,25.697803516607568,0.016639828234031134,0.1266774020397209,0.013671875,0.126953125,0.150390625,65.93544776034683,34.06455223965317,1.9356029486744302,847.2493120127929,2.9734654643088605e-06,0.0015087031393931616,0.00917383301142883,-0.014099082129994006,0.023272915141422837,2.038616678057881,-0.051334318937914326,2.276185162814782e-06,2.276185162814782e-06,2.5902375875927857,0.013871544778342381,0.001508706069554851,829399.0001819651,943.2753027917585,2.276194004311647e-06,1.4519983104699459,1.3857650319116093,2.4820958983875894,1087.1612826901783,343.30499152470577,0.1171875,0.7875083415170726,0.02716697497542468,0.835102849602671,0.7336083379192485,0.1014945116834225,-1.0955567752883808,-0.04334258716101323,0.0007380445293153508
S102,0.05582686140838705,107.710294182452,31.43419390977197,0.036211699164345405,0.20473537604456823,0.0166015625,0.0458984375,0.18359375,53.69678418417312,46.30321581582689,1.1596772111413272,1999.5424158473593,8.394652359873377e-06,0.01224050818482777,0.06115124916136815,-0.05590440630723241,0.11705565546860056,3.686552465337912,0.39440322780581544,0.00014983004062283563,0.00014983004062283563,6.767802908824321,0.0022653136461969594,0.012240511063392079,300627.0001155792,2458.7312972306177,0.00014983011109302388,2.892049934023188,11.160065872188836,7.610040302694641,82344.81988358955,6542.647367488878,-0.28125,1.8428705223790653,0.17937830745932046,2.0833903994757828,1.5604595382494366,0.5229308612263461,-1.6258433145611553,-0.17325749127737572,0.0321765771869705
S103,0.050846712508320464,77.98124848032911,39.39801999082646,0.16464891041162227,0.5399515738498789,0.0244140625,0.1376953125,0.1552734375,56.85172186881456,43.148278131185435,1.3175895848257486,2255.5355375068666,4.873383401298775e-05,0.0012790294223855847,0.010011421440038863,-0.005778983067787727,0.01579040450782659,4.393376234690028,0.8132376130831237,1.6359162633280026e-06,1.6359162633280026e-06,25.378474506735245,0.01334074585782913,0.0012799575187894356,263793.00004716654,249.12285030085906,1.6382912499056086e-06,0.267909809793021,0.31371252624690515,0.2814380188280621,23.899375554605392,-81.70623212379266,-0.01171875,0.920445185550509,0.010656662419722079,0.9382962556743665,0.8890454027031037,0.04925085297126275,-0.294776996836589,-0.6117149655578173,0.00011356445392791685
S104,0.058409291496716476,77.467040680081,45.656621309953856,0.21473684210526317,0.62,0.01953125,0.1123046875,0.15625,48.166353537282,51.833646462717994,0.9292487954118037,2793.8339715438055,-9.985015626687612e-06,0.02459462288485962,0.4255630076088731,-0.4189972826048568,0.8445602902137299,132.5221839344667,0.3299661283748172,0.0006048954748484605,0.0006048954748484605,5.92305331463146,0.003672579517186531,0.024594624911736265,559962.0022855304,2292.3554961099017,0.000604895574548998,1.2519952974239197,1.2276455439252656,0.7929874598953348,835510330.877307,418163.2530675391,0.49609375,1.319093252010193,0.34776857905250036,1.7613992349652634,0.956298918647136,0.8051003163181274,-1.955465713908292,0.02240443438269482,0.12094298457619519
S111,0.059872569076968245,74.73252602655539,48.37603554114198,0.2922077922077922,0.7142857142857143,0.0185546875,0.0400390625,0.154296875,48.09324091741865,51.90675908258136,0.9265313760179946,1422.3862080559602,1.1367557816390663e-05,0.004377403748771494,0.030199178254041403,-0.019368306847457634,0.04956748510149904,2.129221802533685,0.39938693955321697,1.9161663579758726e-05,1.9161663579758726e-05,28.833758706220763,0.005468104117193977,0.004377418508793674,826262.0002483538,2700.611207263101,1.916179280112943e-05,11.369096256304271,16.54301882664727,11.934853884257961,87817.84430269808,9370.011995677238,0.30078125,6.088021303035151,0.134948697469112,6.655652099665447,5.94216714247513,0.7134849571903175,4.852064442932053,2.122489958652815,0.018211150948609915
S112,0.015232027852700763,124.19253137564871,7.3807500406003745,0.000782472613458529,0.018779342723004695,0.0234375,0.0400390625,0.150390625,66.91194183521556,33.08805816478444,2.0222384009959766,277.94475786084104,5.2922010433810255e-05,0.01688782965818266,0.10284408488560937,-0.07115092956232699,0.17399501444793636,5.247402006564306,1.1308270071494557,0.0002851987905637939,0.0002851987905637939,70.94493242720873,0.0029656151491680794,0.01688791257980045,475859.00064940995,5446.545110414456,0.0002852015913029823,268.86544822948395,94.70158174098925,98.42615618857992,4576771.482397413,80743.5819595583,0.18359375,6.962119422765406,0.3293959748652135,7.669679723121448,6.4580253660950975,1.211654357026351,-0.795954850739574,0.370334158687931,0.10850170825740436
