,S20,S21,S22
62,-1.0528564453125,-1.27716064453125,-1.007080078125
63,-1.05133056640625,-1.28021240234375,-1.031494140625
64,-1.123046875,-1.27410888671875,-1.00250244140625
65,-1.04827880859375,-1.26495361328125,-1.04827880859375
66,-1.01470947265625,-1.28021240234375,-1.02996826171875
67,-0.99029541015625,-1.5777587890625,-1.06048583984375
68,-1.00555419921875,-1.35040283203125,-1.0406494140625
69,-1.3946533203125,-1.32904052734375,-1.06658935546875
70,-0.97503662109375,-1.23138427734375,-1.055908203125
71,-0.96282958984375,-1.3092041015625,-1.51214599609375
72,-0.92926025390625,-1.31988525390625,-1.07574462890625
73,-0.93231201171875,-1.214599609375,-1.04827880859375
74,-0.99029541015625,-1.21002197265625,-1.08489990234375
75,-0.91400146484375,-1.21612548828125,-1.08795166015625
76,-0.89263916015625,-1.23443603515625,-1.07574462890625
77,-1.0498046875,-1.22222900390625,-1.0955810546875
78,-0.88043212890625,-1.21002197265625,-1.092529296875
79,-0.88043212890625,-1.21307373046875,-1.09710693359375
80,-0.848388671875,-1.22222900390625,-1.12152099609375
81,-0.8514404296875,-1.1810302734375,-1.09100341796875
82,-1.02691650390625,-1.21307373046875,-1.11846923828125
83,-0.830078125,-1.25732421875,-1.104736328125
84,-0.81939697265625,-1.19781494140625,-1.54876708984375
85,-0.80413818359375,-1.20391845703125,-1.12457275390625
86,-0.775146484375,-1.18865966796875,-1.153564453125
87,-0.76446533203125,-1.14593505859375,-1.15814208984375
88,-0.74615478515625,-1.190185546875,-1.13983154296875
89,-0.74615478515625,-1.13372802734375,-1.12762451171875
90,-0.7293701171875,-1.15509033203125,-1.60369873046875
91,-0.71563720703125,-1.17034912109375,-1.153564453125
92,-0.81634521484375,-1.17034912109375,-1.14288330078125
93,-0.70953369140625,-1.15966796875,-1.17645263671875
94,-0.68206787109375,-1.52130126953125,-1.15203857421875
95,-0.70343017578125,-1.12457275390625,-1.17645263671875
96,-0.67291259765625,-1.116943359375,-1.1810302734375
97,-0.665283203125,-1.13983154296875,-1.190185546875
98,-0.63629150390625,-1.1322021484375,-1.22528076171875
99,-0.63629150390625,-1.12762451171875,-1.18560791015625
100,-0.6011962890625,-1.1444091796875,-1.18865966796875
101,-0.62713623046875,-1.1199951171875,-1.177978515625
102,-0.59356689453125,-1.29547119140625,-1.19781494140625
103,-0.58746337890625,-1.07879638671875,-1.77459716796875
104,-0.58135986328125,-1.10626220703125,-1.21612548828125
105,-0.54168701171875,-1.080322265625,-1.214599609375
106,-0.54931640625,-1.08489990234375,-1.29241943359375
107,-0.53253173828125,-1.07574462890625,-1.23748779296875
108,-0.51422119140625,-1.092529296875,-1.202392578125
109,-0.48980712890625,-1.07421875,-1.21917724609375
110,-0.50506591796875,-1.0955810546875,-1.24053955078125
111,-0.50506591796875,-1.03607177734375,-1.23748779296875
112,-0.482177734375,-1.02996826171875,-1.24664306640625
113,-0.445556640625,-1.05743408203125,-1.28021240234375
114,-0.42877197265625,-1.068115234375,-1.24664306640625
115,-0.42572021484375,-1.03912353515625,-1.23138427734375
116,-0.41656494140625,-1.03912353515625,-1.263427734375
117,-0.39215087890625,-1.03912353515625,-1.2664794921875
118,-0.384521484375,-1.019287109375,-1.263427734375
119,-0.39520263671875,-1.03607177734375,-1.24664306640625
120,-0.37994384765625,-1.04217529296875,-1.28326416015625
121,-0.37994384765625,-1.019287109375,-1.29241943359375
122,-0.35858154296875,-0.98724365234375,-1.25579833984375
123,-0.34027099609375,-1.02386474609375,-1.30767822265625
124,-0.32806396484375,-1.02386474609375,-1.3031005859375
125,-0.29144287109375,-1.01776123046875,-1.27410888671875
126,-0.29144287109375,-0.970458984375,-1.3092041015625
127,-0.39215087890625,-0.98114013671875,-1.28326416015625
128,-0.274658203125,-0.98724365234375,-1.79595947265625
129,-0.25787353515625,-0.96435546875,-1.30462646484375
130,-0.26092529296875,-0.98724365234375,-1.3153076171875
131,-0.244140625,-1.36566162109375,-1.30462646484375
132,-0.24871826171875,-0.94451904296875,-1.33514404296875
133,-0.21820068359375,-0.9674072265625,-1.34124755859375
134,-0.19989013671875,-0.99945068359375,-1.31988525390625
135,-0.19683837890625,-0.92926025390625,-1.31072998046875
136,-0.164794921875,-0.95367431640625,-1.33056640625
137,-0.18157958984375,-0.91094970703125,-1.336669921875
138,-0.30975341796875,-0.94146728515625,-1.35955810546875
139,-0.14190673828125,-0.93536376953125,-1.40838623046875
140,-0.14495849609375,-0.9185791015625,-1.36871337890625
141,-0.12359619140625,-0.91094970703125,-1.35955810546875
142,-0.12054443359375,-0.88958740234375,-1.3580322265625
143,-0.09918212890625,-0.91400146484375,-1.36566162109375
144,-0.08392333984375,-0.88653564453125,-1.34429931640625
145,-0.08087158203125,-0.91094970703125,-1.3824462890625
146,-0.06866455078125,-0.897216796875,-1.35955810546875
147,-0.05340576171875,-0.8544921875,-1.37481689453125
148,-0.018310546875,-0.88043212890625,-1.39312744140625
149,-0.02593994140625,-0.86517333984375,-1.39312744140625
150,-0.01678466796875,-0.84381103515625,-1.36566162109375
151,0.01373291015625,-0.86212158203125,-1.40838623046875
152,-0.006103515625,-0.82855224609375,-1.38397216796875
153,0.03204345703125,-0.8453369140625,-1.40533447265625
154,-0.0579833984375,-0.81024169921875,-1.409912109375
155,0.06866455078125,-0.836181640625,-1.41448974609375
156,0.06256103515625,-0.82855224609375,-1.44805908203125
157,0.06256103515625,-0.82244873046875,-1.42059326171875
158,0.08087158203125,-0.81024169921875,-1.42669677734375
159,0.10528564453125,-0.78582763671875,-1.38702392578125
160,0.103759765625,-0.787353515625,-1.397705078125
161,0.15106201171875,-0.7781982421875,-1.52130126953125
162,0.12054443359375,-0.77362060546875,-1.44195556640625
163,0.14495849609375,-0.762939453125,-1.44805908203125
164,0.17242431640625,-0.7843017578125,-1.42669677734375
165,0.19683837890625,-0.79193115234375,-1.45111083984375
166,0.00457763671875,-0.74615478515625,-1.43585205078125
167,0.189208984375,-0.78582763671875,-1.41754150390625
168,0.201416015625,-0.7476806640625,-1.45416259765625
169,0.22735595703125,-0.74462890625,-1.45111083984375
170,0.22125244140625,-0.96282958984375,-1.4678955078125
171,0.2593994140625,-0.74310302734375,-1.45416259765625
172,0.274658203125,-0.75836181640625,-1.46636962890625
173,0.29144287109375,-0.7171630859375,-1.46331787109375
174,0.29144287109375,-0.738525390625,-1.43890380859375
175,0.29449462890625,-0.701904296875,-1.47857666015625
176,0.30364990234375,-0.714111328125,-1.45111083984375
177,0.23956298828125,-0.67596435546875,-1.48162841796875
178,0.33721923828125,-0.70953369140625,-1.45416259765625
179,0.34027099609375,-0.72174072265625,-1.47857666015625
180,0.34942626953125,-0.69732666015625,-1.483154296875
181,0.36163330078125,-0.96893310546875,-1.48468017578125
182,0.408935546875,-0.66986083984375,-1.470947265625
183,0.41656494140625,-0.67596435546875,-1.49078369140625
184,0.3997802734375,-0.66375732421875,-1.50909423828125
185,0.41351318359375,-1.02691650390625,-1.48773193359375
186,0.44097900390625,-0.66070556640625,-1.50604248046875
187,0.31280517578125,-0.65765380859375,-1.507568359375
188,0.445556640625,-0.640869140625,-1.48773193359375
189,0.457763671875,-0.65155029296875,-1.51214599609375
190,0.47760009765625,-0.628662109375,-1.51824951171875
191,0.48675537109375,-0.63018798828125,-1.4739990234375
192,0.49285888671875,-0.59051513671875,-1.53045654296875
193,0.5035400390625,-0.61492919921875,-1.53656005859375
194,0.54473876953125,-0.616455078125,-1.5716552734375
195,0.52032470703125,-0.60577392578125,-1.53656005859375
196,0.54168701171875,-0.59661865234375,-1.54876708984375
197,0.55999755859375,-0.59051513671875,-1.52435302734375
198,0.58441162109375,-0.5889892578125,-1.55181884765625
199,0.59661865234375,-0.55084228515625,-1.544189453125
200,0.57220458984375,-0.55084228515625,-1.519775390625
201,0.6011962890625,-0.5279541015625,-1.52435302734375
202,0.63018798828125,-0.94451904296875,-1.55792236328125
203,0.628662109375,-1.13677978515625,-1.5655517578125
204,0.15716552734375,-0.55084228515625,-1.56402587890625
205,0.64544677734375,-0.55084228515625,-1.56402587890625
206,0.67138671875,-0.54168701171875,-1.5777587890625
207,0.70648193359375,-0.531005859375,-1.54266357421875
208,0.69427490234375,-0.52947998046875,-1.58538818359375
209,0.689697265625,-0.72174072265625,-1.5655517578125
210,0.73089599609375,-0.49285888671875,-1.580810546875
211,0.74310302734375,-0.47454833984375,-1.5869140625
212,0.76446533203125,-0.48370361328125,-1.56402587890625
213,0.77667236328125,-0.4486083984375,-1.60980224609375
214,0.35247802734375,-0.46539306640625,-1.57928466796875
215,0.76751708984375,-0.45318603515625,-1.59759521484375
216,0.80108642578125,-0.48065185546875,-1.56402587890625
217,0.81329345703125,-0.42877197265625,-1.59759521484375
218,0.81024169921875,-0.43792724609375,-1.605224609375
219,0.82550048828125,-0.48980712890625,-1.605224609375
220,0.8392333984375,-0.68206787109375,-1.57012939453125
221,0.82855224609375,-0.46539306640625,-1.605224609375
222,0.32958984375,-1.08489990234375,-1.63421630859375
223,0.86822509765625,-0.4302978515625,-1.61590576171875
224,0.86822509765625,-0.43182373046875,-2.00653076171875
225,0.921630859375,-0.41656494140625,-1.6204833984375
226,0.89874267578125,-0.39520263671875,-1.62811279296875
227,0.90484619140625,-0.390625,-1.62506103515625
228,0.9429931640625,-0.38299560546875,-1.71356201171875
229,0.96282958984375,-0.39520263671875,-1.62811279296875
230,0.86822509765625,-0.37078857421875,-1.63116455078125
231,0.95062255859375,-0.39520263671875,-1.63116455078125
232,0.9674072265625,-0.34942626953125,-1.702880859375
233,1.0101318359375,-0.37994384765625,-1.62200927734375
234,0.99945068359375,-0.34942626953125,-1.6082763671875
235,1.03302001953125,-0.36468505859375,-1.8280029296875
236,0.96282958984375,-0.33111572265625,-1.64947509765625
237,1.0284423828125,-0.35552978515625,-1.62811279296875
238,1.03912353515625,-0.31585693359375,-1.65252685546875
239,1.07574462890625,-0.33721923828125,-1.63421630859375
240,1.05743408203125,-0.29754638671875,-1.61285400390625
241,1.080322265625,-0.31890869140625,-1.6448974609375
242,0.9613037109375,-0.32501220703125,-1.654052734375
243,1.12762451171875,-0.31890869140625,-2.04620361328125
244,1.10626220703125,-0.27618408203125,-1.67388916015625
245,1.12152099609375,-0.311279296875,-1.65252685546875
246,1.153564453125,-0.274658203125,-1.67694091796875
247,1.16729736328125,-0.26702880859375,-1.67694091796875
248,1.17034912109375,-0.28839111328125,-1.654052734375
249,1.14593505859375,-0.286865234375,-1.64031982421875
250,1.165771484375,-0.28228759765625,-1.67999267578125
251,1.22222900390625,-0.26092529296875,-1.67694091796875
252,1.19171142578125,-0.37841796875,-1.6571044921875
253,1.20086669921875,-0.21209716796875,-1.67694091796875
254,1.22222900390625,-0.22125244140625,-1.68914794921875
255,1.22833251953125,-0.20904541015625,-1.80511474609375
256,1.25885009765625,-0.21514892578125,-1.690673828125
257,1.26800537109375,-0.20904541015625,-1.67083740234375
258,1.28936767578125,-0.22735595703125,-1.70135498046875
259,1.287841796875,-0.21514892578125,-1.69677734375
260,1.312255859375,-0.22125244140625,-1.67083740234375
261,1.31378173828125,-0.164794921875,-1.68914794921875
262,1.32904052734375,-0.18768310546875,-1.71356201171875
263,1.34124755859375,-0.152587890625,-1.67694091796875
264,1.29547119140625,-0.1708984375,-1.678466796875
265,1.34429931640625,-0.16021728515625,-1.71051025390625
266,1.275634765625,-0.17242431640625,-1.7120361328125
267,1.35955810546875,-0.16326904296875,-1.715087890625
268,1.39007568359375,-0.14495849609375,-1.73797607421875
269,1.38092041015625,-0.14801025390625,-1.727294921875
270,0.787353515625,-0.14801025390625,-1.69830322265625
271,1.39007568359375,-0.140380859375,-1.7303466796875
272,1.41448974609375,-0.152587890625,-1.72271728515625
273,1.42059326171875,-0.128173828125,-1.70135498046875
274,1.42364501953125,-0.13885498046875,-1.73797607421875
275,1.43890380859375,-0.10986328125,-1.727294921875
276,1.45721435546875,-0.115966796875,-1.73492431640625
277,1.4617919921875,-0.115966796875,-1.74407958984375
278,1.46331787109375,-0.0946044921875,-1.74407958984375
279,1.49078369140625,-0.07476806640625,-1.74407958984375
280,1.52435302734375,-0.05950927734375,-1.74102783203125
281,1.51214599609375,-0.0457763671875,-1.74102783203125
282,1.53656005859375,-0.08392333984375,-1.715087890625
283,1.52435302734375,-0.0732421875,-1.7425537109375
284,1.5167236328125,-0.054931640625,-1.71356201171875
285,1.54571533203125,-0.04119873046875,-1.751708984375
286,1.544189453125,-0.07781982421875,-1.71661376953125
287,1.56402587890625,-0.01068115234375,-1.75628662109375
288,1.57012939453125,-0.02288818359375,-1.72576904296875
289,1.580810546875,-0.0152587890625,-1.7669677734375
290,1.58538818359375,-0.02899169921875,-1.73187255859375
291,1.60064697265625,-0.02593994140625,-1.75933837890625
292,1.60675048828125,-0.02593994140625,-1.7425537109375
293,1.61895751953125,-0.0091552734375,-1.7852783203125
294,1.64947509765625,-0.00762939453125,-1.76849365234375
295,1.65863037109375,-0.00457763671875,-1.80511474609375
296,1.67083740234375,0.00152587890625,-1.78375244140625
297,1.67999267578125,0.0274658203125,-1.75018310546875
298,1.67083740234375,0.01373291015625,-2.20184326171875
299,1.678466796875,0.02288818359375,-1.776123046875
300,1.70440673828125,0.030517578125,-1.75018310546875
301,1.690673828125,0.06561279296875,-1.788330078125
302,1.70745849609375,0.04119873046875,-1.7608642578125
303,1.71661376953125,0.06561279296875,-1.78070068359375
304,1.73187255859375,0.0518798828125,-1.80816650390625
305,1.74407958984375,0.054931640625,-1.78985595703125
306,1.78070068359375,0.00762939453125,-1.75933837890625
307,1.751708984375,0.08087158203125,-1.79443359375
308,1.75628662109375,0.06561279296875,-1.79901123046875
309,1.76239013671875,0.115966796875,-1.79290771484375
310,1.80206298828125,0.08392333984375,-1.776123046875
311,1.78375244140625,0.09613037109375,-1.80816650390625
312,1.80206298828125,0.14801025390625,-1.80511474609375
313,1.80816650390625,0.09918212890625,-1.77459716796875
314,1.80816650390625,0.10833740234375,-1.80511474609375
315,1.8402099609375,0.12969970703125,-1.78680419921875
316,1.84173583984375,0.15106201171875,-1.81732177734375
317,1.83868408203125,0.12969970703125,-1.78070068359375
318,1.861572265625,-0.09613037109375,-1.80511474609375
319,1.88751220703125,-0.04730224609375,-1.85089111328125
320,1.88140869140625,0.03814697265625,-1.81427001953125
321,1.87835693359375,0.18768310546875,-1.78680419921875
322,1.873779296875,0.19683837890625,-1.82037353515625
323,1.88446044921875,0.05645751953125,-1.81732177734375
324,1.89056396484375,0.17547607421875,-1.79290771484375
325,1.90277099609375,0.17852783203125,-1.8157958984375
326,1.91802978515625,0.17852783203125,-1.79901123046875
327,1.91802978515625,0.18157958984375,-1.82952880859375
328,1.92413330078125,0.201416015625,-1.94549560546875
329,1.93634033203125,0.01678466796875,-1.8310546875
330,1.94244384765625,0.12054443359375,-1.93023681640625
331,1.96380615234375,0.22125244140625,-1.8096923828125
332,1.97906494140625,0.225830078125,-1.7974853515625
333,2.00958251953125,0.21514892578125,-1.80511474609375
334,1.97906494140625,0.25482177734375,-1.81884765625
335,1.98822021484375,0.2685546875,-1.8402099609375
336,2.02484130859375,0.27008056640625,-1.83258056640625
337,2.008056640625,0.28076171875,-1.80511474609375
338,1.995849609375,0.25787353515625,-1.83563232421875
339,2.0233154296875,0.26092529296875,-1.84783935546875
340,2.05841064453125,0.25177001953125,-1.824951171875
341,2.01568603515625,0.27008056640625,-1.8402099609375
342,1.42364501953125,0.29144287109375,-1.84783935546875
343,2.06146240234375,-0.02288818359375,-1.86920166015625
344,2.04925537109375,0.29296875,-1.82952880859375
345,2.04925537109375,0.3173828125,-1.849365234375
346,2.07366943359375,0.311279296875,-1.84173583984375
347,2.12249755859375,0.30364990234375,-1.85089111328125
348,2.07366943359375,0.335693359375,-1.812744140625
349,2.093505859375,0.30975341796875,-2.17437744140625
350,2.10418701171875,0.34637451171875,-1.861572265625
351,2.13470458984375,0.36163330078125,-1.86309814453125
352,2.13165283203125,0.34637451171875,-1.83563232421875
353,2.117919921875,0.31585693359375,-1.8829345703125
354,2.11639404296875,0.36468505859375,-1.9500732421875
355,2.117919921875,0.36468505859375,-1.86614990234375
356,2.142333984375,0.35858154296875,-1.85699462890625
357,2.17437744140625,0.384521484375,-1.84173583984375
358,2.14691162109375,0.35858154296875,-1.8646240234375
359,2.14691162109375,0.37689208984375,-1.873779296875
360,2.166748046875,0.42572021484375,-1.84173583984375
361,2.18353271484375,0.39825439453125,-1.86920166015625
362,2.20794677734375,0.40130615234375,-1.87530517578125
363,2.1728515625,0.41656494140625,-1.85699462890625
364,2.18048095703125,0.433349609375,-1.8829345703125
365,2.20794677734375,0.41351318359375,-1.88140869140625
366,2.18353271484375,0.433349609375,-2.2674560546875
367,2.20489501953125,0.41656494140625,-1.84783935546875
368,2.1942138671875,0.4486083984375,-1.87530517578125
369,2.20947265625,0.46234130859375,-1.86614990234375
370,2.24609375,0.445556640625,-2.37274169921875
371,2.24456787109375,0.4547119140625,-1.88140869140625
372,2.20794677734375,0.36773681640625,-1.9073486328125
373,2.24456787109375,0.50201416015625,-1.88446044921875
374,2.239990234375,0.506591796875,-1.88446044921875
375,2.24456787109375,0.518798828125,-1.89666748046875
376,2.24151611328125,0.506591796875,-1.89208984375
377,2.26898193359375,0.5218505859375,-1.86920166015625
378,1.73187255859375,0.51422119140625,-1.90277099609375
379,2.276611328125,0.48980712890625,-1.898193359375
380,2.301025390625,-0.12969970703125,-1.88140869140625
381,1.68609619140625,0.51727294921875,-1.88446044921875
382,2.2674560546875,0.52337646484375,-1.86920166015625
383,2.288818359375,-0.00152587890625,-1.90277099609375
384,2.32391357421875,0.531005859375,-1.87225341796875
385,2.29034423828125,0.592041015625,-1.898193359375
386,2.2979736328125,0.57830810546875,-1.89971923828125
387,2.31170654296875,0.58746337890625,-1.86920166015625
388,2.3193359375,-0.10986328125,-1.91802978515625
389,2.33917236328125,0.55999755859375,-1.90582275390625
390,2.30865478515625,0.5615234375,-1.90887451171875
391,2.34527587890625,0.604248046875,-1.89971923828125
392,2.33306884765625,0.59356689453125,-1.873779296875
393,2.30865478515625,0.56304931640625,-1.91192626953125
394,2.3406982421875,0.5767822265625,-1.91192626953125
395,2.33306884765625,0.59967041015625,-1.87835693359375
396,2.3406982421875,0.60577392578125,-1.89971923828125
397,2.374267578125,0.60882568359375,-1.90277099609375
398,2.32086181640625,0.6195068359375,-1.90277099609375
399,2.33917236328125,0.6317138671875,-1.9256591796875
400,2.34222412109375,0.653076171875,-1.9134521484375
401,2.398681640625,0.66070556640625,-1.88751220703125
402,2.37579345703125,0.66986083984375,-1.92108154296875
403,2.35443115234375,0.66986083984375,-1.89361572265625
404,2.32086181640625,0.67291259765625,-1.92108154296875
405,2.36663818359375,0.65155029296875,-1.90582275390625
406,2.36968994140625,0.66375732421875,-1.93328857421875
407,2.386474609375,0.65155029296875,-1.92718505859375
408,2.40020751953125,0.66680908203125,-1.90277099609375
409,2.38494873046875,0.665283203125,-1.93328857421875
410,2.37884521484375,0.69427490234375,-1.92108154296875
411,2.42462158203125,0.689697265625,-1.90582275390625
412,2.39105224609375,0.701904296875,-1.922607421875
413,2.41546630859375,0.68511962890625,-1.90887451171875
414,2.40020751953125,0.701904296875,-2.05230712890625
415,2.4383544921875,0.70343017578125,-1.9012451171875
416,2.4017333984375,0.72174072265625,-1.93023681640625
417,2.40936279296875,0.74005126953125,-1.91497802734375
418,2.43072509765625,0.75836181640625,-1.92413330078125
419,2.41851806640625,0.75836181640625,-1.92108154296875
420,2.41241455078125,0.74615478515625,-1.898193359375
421,2.40325927734375,0.75531005859375,-1.94091796875
422,2.43988037109375,0.77972412109375,-1.91497802734375
423,2.43377685546875,0.74005126953125,-1.89971923828125
424,2.41546630859375,0.78277587890625,-1.92718505859375
425,2.45819091796875,0.76446533203125,-1.94244384765625
426,2.41851806640625,0.77667236328125,-1.9378662109375
427,2.4444580078125,0.79498291015625,-1.91497802734375
428,2.4078369140625,0.78277587890625,-1.93328857421875
429,2.43072509765625,0.81939697265625,-1.90582275390625
430,2.435302734375,0.54779052734375,-1.95465087890625
431,2.44293212890625,0.80108642578125,-1.92108154296875
432,2.43682861328125,0.80413818359375,-1.94549560546875
433,2.47650146484375,0.82855224609375,-1.90277099609375
434,2.44293212890625,0.72479248046875,-1.93939208984375
435,2.44598388671875,0.84075927734375,-1.95465087890625
436,2.46734619140625,0.811767578125,-1.93634033203125
437,2.4505615234375,0.85296630859375,-1.91802978515625
438,2.44903564453125,0.16632080078125,-1.94244384765625
439,2.46124267578125,0.85296630859375,-1.93023681640625
440,2.47039794921875,0.8636474609375,-1.93328857421875
441,2.30865478515625,0.86212158203125,-1.93634033203125
442,2.44598388671875,0.9002685546875,-1.92108154296875
443,2.435302734375,0.87738037109375,-1.9439697265625
444,2.48260498046875,0.87738037109375,-1.9378662109375
445,2.44903564453125,0.87738037109375,-1.93023681640625
446,2.46124267578125,0.909423828125,-1.94549560546875
447,2.47344970703125,0.88348388671875,-1.9195556640625
448,2.44903564453125,0.90179443359375,-1.9500732421875
449,2.4566650390625,0.91705322265625,-1.95159912109375
450,2.31475830078125,0.89874267578125,-1.92718505859375
451,2.45819091796875,0.91094970703125,-1.91497802734375
452,2.4688720703125,0.92315673828125,-1.94549560546875
453,2.44598388671875,0.91400146484375,-1.9256591796875
454,1.9561767578125,0.93536376953125,-1.94549560546875
455,2.44293212890625,0.45166015625,-1.94549560546875
456,2.46429443359375,0.29296875,-1.93023681640625
457,2.47955322265625,0.714111328125,-1.947021484375
458,2.44293212890625,0.89263916015625,-1.93634033203125
459,2.44598388671875,0.9735107421875,-2.00958251953125
460,2.459716796875,1.00555419921875,-1.94549560546875
461,2.45513916015625,0.99029541015625,-1.9317626953125
462,2.44598388671875,0.99029541015625,-1.96990966796875
463,2.484130859375,1.00860595703125,-1.95159912109375
464,2.43682861328125,1.01165771484375,-1.92108154296875
465,2.435302734375,1.02081298828125,-1.94549560546875
466,2.44903564453125,1.03302001953125,-1.93939208984375
467,2.46734619140625,1.02996826171875,-1.90582275390625
468,2.33306884765625,1.043701171875,-1.93328857421875
469,2.43988037109375,1.04522705078125,-1.9500732421875
470,2.43377685546875,1.04827880859375,-1.94244384765625
471,2.43988037109375,1.03912353515625,-1.93634033203125
472,2.45208740234375,1.04522705078125,-1.96380615234375
473,2.44140625,1.05133056640625,-1.95770263671875
474,2.46429443359375,1.05743408203125,-1.94549560546875
475,2.4383544921875,1.06964111328125,-1.91192626953125
476,2.42767333984375,1.0772705078125,-1.95159912109375
477,2.43988037109375,1.07879638671875,-1.91497802734375
478,2.447509765625,1.10015869140625,-1.959228515625
479,2.33306884765625,1.09100341796875,-1.947021484375
480,2.41546630859375,1.080322265625,-1.91497802734375
481,2.423095703125,1.10626220703125,-1.9500732421875
482,2.42462158203125,1.09405517578125,-1.94244384765625
483,2.41851806640625,1.07879638671875,-1.9195556640625
484,2.44903564453125,1.08184814453125,-1.94549560546875
485,2.40020751953125,1.12457275390625,-1.94244384765625
486,2.40631103515625,1.09100341796875,-2.3681640625
487,2.4322509765625,1.09405517578125,-1.92108154296875
488,2.423095703125,1.092529296875,-1.94549560546875
489,2.40631103515625,1.14898681640625,-1.93634033203125
490,2.40631103515625,1.092529296875,-1.959228515625
491,2.423095703125,1.116943359375,-1.922607421875
492,2.39410400390625,1.141357421875,-1.934814453125
493,2.40631103515625,1.12457275390625,-1.95159912109375
494,2.40020751953125,1.13372802734375,-1.9256591796875
495,2.39105224609375,1.09710693359375,-1.94549560546875
496,2.41546630859375,1.16729736328125,-1.93328857421875
497,2.38037109375,1.177978515625,-1.91497802734375
498,2.39410400390625,1.17950439453125,-1.92108154296875
499,2.36968994140625,1.19476318359375,-1.94854736328125
500,2.374267578125,1.17034912109375,-1.99432373046875
501,2.35748291015625,1.17340087890625,-1.92108154296875
502,2.11944580078125,1.16424560546875,-1.92108154296875
503,2.36968994140625,1.1871337890625,-1.94549560546875
504,2.37579345703125,1.18255615234375,-1.9378662109375
505,2.35443115234375,1.05743408203125,-1.9775390625
506,2.38494873046875,1.18865966796875,-1.91497802734375
507,2.34222412109375,1.21917724609375,-1.89666748046875
508,2.34832763671875,1.22833251953125,-1.91802978515625
509,2.374267578125,1.20391845703125,-1.92413330078125
